Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description,DynamicArgs
21,210,CreateInputSet,InputSetPage,fill,txt_collection_Name,${data.inputset.collectionName},,,,,10000,FALSE,0,never,,fill collectionName,
22,220,ConfigureDesign,InputSetPage,click,btn_Select_Task,,,,,,10000,FALSE,0,never,,click Select Task,
23,230,ConfigureDesign,InputSetPage,select,ddl_Select_Test,${data.inputset.SelectTest},,,,,15000,FALSE,0,always,,Select Select Test. select opens the menu and commits the option itself - works for native and custom dropdowns,
24,240,ConfigureDesign,InputSetPage,click,btn_Continue,,,,,,10000,FALSE,0,never,,click Continue,
25,250,ConfigureDesign,DesignPage,select,ddl_Hypothesis,${data.design.hypothesis},,,,,10000,FALSE,0,always,,Select Hypothesis. Native <select> - select matches by visible label first,
26,260,ConfigureDesign,DesignPage,fill,txt_Allocation_Ratio_nt_nc,${data.design.allocationRatio},,,,,10000,FALSE,0,never,,fill Allocation Ratio,
27,270,Simulate,DesignPage,check,opt_Computed_Parameter,${data.design.Computed Parameter},,,,visible,10000,FALSE,0,never,,select Computed Parameter,
28,280,ConfigureDesign,ResultsPage,fill,txt_Sample_Size_n,${data.design.sampleSize},,,,,10000,FALSE,0,never,,fill Sample Size,
29,290,ConfigureDesign,ResultsPage,fill,txt_Power,${data.design.power},,,,,10000,FALSE,0,never,,fill Power,
30,300,ConfigureDesign,ResultsPage,select,ddl_Test_Type,${data.design.testtype},,,,,10000,FALSE,0,always,,Select Test Type. Native <select> - select matches by visible label first,
31,310,ConfigureDesign,ResultsPage,fill,txt_Type_1_Error,${data.design.type1Error},,,,,10000,FALSE,0,never,,fill Type 1 Error,
32,320,ConfigureDesign,ResultsPage,fill,txt_Upper_Type_1_Error,${data.design.upperType1Error},,,,,10000,FALSE,0,never,,fill Upper Type 1 Error,
33,330,ConfigureDesign,ResultsPage,fill,txt_Lower_Type_1_Error,${data.design.lowerType1Error},,,,,10000,FALSE,0,never,,fill Lower Type 1 Error,
34,340,ConfigureDesign,ResultsPage,fill,txt_Proportion_under_Control_c,${data.design.proportionUnderControl_SP},,,,,10000,FALSE,0,never,,fill Proportion under Control,
35,350,ConfigureDesign,ResultsPage,fill,txt_Difference_in_Proportions_1,${data.design.differenceInProportions_SP},,,,,10000,FALSE,0,never,,fill Difference in Proportions,
36,360,ConfigureDesign,ResultsPage,fill,txt_proportion_Under_Control_SS,${data.design.proportionUnderControl_SS},,,,,10000,FALSE,0,never,,fill Proportion under Control,
37,370,ConfigureDesign,ResultsPage,fill,txt_Super_Superiority_Margin_0,${data.design.superSuperiorityMargin},,,,,10000,FALSE,0,never,,fill Super Superiority Margin,
38,380,ConfigureDesign,ResultsPage,fill,txt_difference_In_Proportions_SS,${data.design.differenceInProportions_SS},,,,,10000,FALSE,0,never,,fill Difference in Proportions,
39,390,ConfigureDesign,ResultsPage,fill,txt_proportion_Under_Control_NI,${data.design.proportionUnderControl_NI},,,,,10000,FALSE,0,never,,fill Proportion under Control,
40,400,ConfigureDesign,ResultsPage,fill,txt_Noninferiority_Margin_0,${data.design.nonInferiorityMargin},,,,,10000,FALSE,0,never,,fill Noninferiority Margin,
41,410,ConfigureDesign,ResultsPage,fill,txt_difference_In_Proportions_NI,${data.design.differenceInProportions_NI},,,,,10000,FALSE,0,never,,fill Difference in Proportions,
42,420,ConfigureDesign,ResultsPage,check,chk_include_Exact_Computation,,,,,,10000,FALSE,0,always,${data.design.includeExactComputation}!=check,check includeExactComputation when testdata includeExactComputation=check (SkipIf gates it per iteration),
43,430,ConfigureDesign,ResultsPage,uncheck,chk_include_Exact_Computation,,,,,,10000,FALSE,0,always,${data.design.includeExactComputation}!=uncheck,uncheck includeExactComputation when testdata includeExactComputation=uncheck (SkipIf gates it per iteration),
44,440,ConfigureDesign,ResultsPage,uncheck,chk_include_Exact_Computation,,,,,,10000,FALSE,0,always,${data.design.includeExactComputation}!=uncheck,uncheck includeExactComputation when testdata includeExactComputation=uncheck (SkipIf gates it per iteration),
45,450,ConfigureDesign,ResultsPage,fill,txt_Follow_up_Time_Week,${data.design.followUpTime},,,,,10000,FALSE,0,never,,fill Follow-up Time,
46,460,ConfigureDesign,ResultsPage,fill,txt_Probability_of_Dropout,${data.design.probabilityOfDropout},,,,,10000,FALSE,0,never,,fill Probability of Dropout,
47,470,ConfigureDesign,ResultsPage,select,ddl_Variance,${data.design.variance},,,,,10000,FALSE,0,always,,Select Variance. Native <select> - select matches by visible label first,
48,480,ConfigureDesign,ResultsPage,check,chk_use_CPSCorrection,,,,,,10000,FALSE,0,always,${data.design.useCPSCorrection}!=check,check useCPSCorrection when testdata useCPSCorrection=check (SkipIf gates it per iteration),
49,490,ConfigureDesign,ResultsPage,uncheck,chk_use_CPSCorrection,,,,,,10000,FALSE,0,always,${data.design.useCPSCorrection}!=uncheck,uncheck useCPSCorrection when testdata useCPSCorrection=uncheck (SkipIf gates it per iteration),
50,500,ConfigureDesign,ResultsPage,uncheck,chk_use_CPSCorrection,,,,,,10000,FALSE,0,always,${data.design.useCPSCorrection}!=uncheck,uncheck useCPSCorrection when testdata useCPSCorrection=uncheck (SkipIf gates it per iteration),
51,510,ConfigureDesign,ResultsPage,check,chk_include_Assurance,,,,,,10000,FALSE,0,always,${data.design.includeAssurance}!=TRUE,check includeAssurance when testdata includeAssurance=TRUE (this column uses TRUE/FALSE convention),
52,520,ConfigureDesign,ResultsPage,uncheck,chk_include_Assurance,,,,,,10000,FALSE,0,always,${data.design.includeAssurance}!=FALSE,uncheck includeAssurance when testdata includeAssurance=FALSE (this column uses TRUE/FALSE convention),
53,530,ConfigureDesign,ResultsPage,select,ddl_Prior_Distribution_For,${data.design.priorDistributionFor},,,,,10000,FALSE,0,always,,Select Prior Distribution For. Native <select> - select matches by visible label first,
54,540,ConfigureDesign,ResultsPage,select,ddl_Distribution,${data.design.distributionMethod},,,,,10000,FALSE,0,always,,Select Distribution. Native <select> - select matches by visible label first,
55,550,ConfigureDesign,ResultsPage,fill,txt_Min_t,${data.design.minPiT},,,,,10000,FALSE,0,never,,fill Min. πt,
56,560,ConfigureDesign,ResultsPage,fill,txt_Max_t,${data.design.maxPiT},,,,,10000,FALSE,0,never,,fill Max. πt,
57,570,ConfigureDesign,ResultsPage,select,ddl_Input_Method,${data.design.assuranceInputMethod},,,,,10000,FALSE,0,always,,Select Input Method. Native <select> - select matches by visible label first,
58,580,ConfigureDesign,ResultsPage,select,ddl_select_name_perc_Pi_T1st_Operator,${data.design.percPiT1stOperator},,,,,10000,FALSE,0,always,,Select percPiT1stOperator. Native <select> - select matches by visible label first,
59,590,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_T1st_Percentile_Val,${data.design.percPiT1stPercentileVal},,,,,10000,FALSE,0,never,,fill percPiT1stPercentileVal,
60,600,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_T1st_Percentile_Prob,${data.design.percPiT1stPercentileProb},,,,,10000,FALSE,0,never,,fill percPiT1stPercentileProb,
61,610,ConfigureDesign,ResultsPage,select,ddl_select_name_perc_Pi_T2nd_Operator,${data.design.percPiT2ndOperator},,,,,10000,FALSE,0,always,,Select percPiT2ndOperator. Native <select> - select matches by visible label first,
62,620,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_T2nd_Percentile_Val,${data.design.percPiT2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percPiT2ndPercentileVal,
63,630,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_T2nd_Percentile_Prob,${data.design.percPiT2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percPiT2ndPercentileProb,
64,640,ConfigureDesign,ResultsPage,fill,txt_pi_t_a,${data.design.pi_t_a},,,,,10000,FALSE,0,never,,fill pi_t_a,
65,650,ConfigureDesign,ResultsPage,fill,txt_pi_t_b,${data.design.pi_t_b},,,,,10000,FALSE,0,never,,fill pi_t_b,
66,660,ConfigureDesign,ResultsPage,select,ddl_perc_Pi_TDelta1st_Operator,${data.design.percPiTDelta1stOperator},,,,,10000,FALSE,0,always,,Select percPiTDelta1stOperator. Native <select> - select matches by visible label first,
67,670,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_TDelta1st_Percentile_Val,${data.design.percPiTDelta1stPercentileVal},,,,,10000,FALSE,0,never,,fill percPiTDelta1stPercentileVal,
68,680,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_TDelta1st_Percentile_Prob,${data.design.percPiTDelta1stPercentileProb},,,,,10000,FALSE,0,never,,fill percPiTDelta1stPercentileProb,
69,690,ConfigureDesign,ResultsPage,select,ddl_perc_Pi_TDelta2nd_Operator,${data.design.percPiTDelta2ndOperator},,,,,10000,FALSE,0,always,,Select percPiTDelta2ndOperator. Native <select> - select matches by visible label first,
70,700,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_TDelta2nd_Percentile_Val,${data.design.percPiTDelta2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percPiTDelta2ndPercentileVal,
71,710,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_TDelta2nd_Percentile_Prob,${data.design.percPiTDelta2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percPiTDelta2ndPercentileProb,
72,720,ConfigureDesign,ResultsPage,fill,txt_Min_c,${data.design.minPiC},,,,,10000,FALSE,0,never,,fill Min. πc,
73,730,ConfigureDesign,ResultsPage,fill,txt_Max_c,${data.design.maxPiC},,,,,10000,FALSE,0,never,,fill Max. πc,
74,740,ConfigureDesign,ResultsPage,select,ddl_select_name_perc_Pi_C1st_Operator,${data.design.percPiC1stOperator},,,,,10000,FALSE,0,always,,Select percPiC1stOperator. Native <select> - select matches by visible label first,
75,750,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_C1st_Percentile_Val,${data.design.percPiC1stPercentileVal},,,,,10000,FALSE,0,never,,fill percPiC1stPercentileVal,
76,760,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_C1st_Percentile_Prob,${data.design.percPiC1stPercentileProb},,,,,10000,FALSE,0,never,,fill percPiC1stPercentileProb,
77,770,ConfigureDesign,ResultsPage,select,ddl_select_name_perc_Pi_C2nd_Operator,${data.design.percPiC2ndOperator},,,,,10000,FALSE,0,always,,Select percPiC2ndOperator. Native <select> - select matches by visible label first,
78,780,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_C2nd_Percentile_Val,${data.design.percPiC2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percPiC2ndPercentileVal,
79,790,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_C2nd_Percentile_Prob,${data.design.percPiC2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percPiC2ndPercentileProb,
80,800,ConfigureDesign,ResultsPage,fill,txt_pi_c_a,${data.design.pi_c_a},,,,,10000,FALSE,0,never,,fill pi_c_a,
81,810,ConfigureDesign,ResultsPage,fill,txt_pi_c_b,${data.design.pi_c_b},,,,,10000,FALSE,0,never,,fill pi_c_b,
82,820,ConfigureDesign,ResultsPage,select,ddl_perc_Pi_CDelta1st_Operator,${data.design.percPiCDelta1stOperator},,,,,10000,FALSE,0,always,,Select percPiCDelta1stOperator. Native <select> - select matches by visible label first,
83,830,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_CDelta1st_Percentile_Val,${data.design.percPiCDelta1stPercentileVal},,,,,10000,FALSE,0,never,,fill percPiCDelta1stPercentileVal,
84,840,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_CDelta1st_Percentile_Prob,${data.design.percPiCDelta1stPercentileProb},,,,,10000,FALSE,0,never,,fill percPiCDelta1stPercentileProb,
85,850,ConfigureDesign,ResultsPage,select,ddl_perc_Pi_CDelta2nd_Operator,${data.design.percPiCDelta2ndOperator},,,,,10000,FALSE,0,always,,Select percPiCDelta2ndOperator. Native <select> - select matches by visible label first,
86,860,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_CDelta2nd_Percentile_Val,${data.design.percPiCDelta2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percPiCDelta2ndPercentileVal,
87,870,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_CDelta2nd_Percentile_Prob,${data.design.percPiCDelta2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percPiCDelta2ndPercentileProb,
88,880,ConfigureDesign,ResultsPage,select,ddl_Efficacy_Boundary_Family,${data.design.effBoundaryFam},,,,,10000,FALSE,0,always,,Select Efficacy Boundary Family. Native <select> - select matches by visible label first,
89,890,ConfigureDesign,ResultsPage,select,ddl_Spending_Function,${data.design.effSpendFunc},,,,,10000,FALSE,0,always,,Select Spending Function. Native <select> - select matches by visible label first,
90,900,ConfigureDesign,ResultsPage,fill,txt_Parameter,${data.design.effParamRho},,,,,10000,FALSE,0,never,,fill Parameter,
91,910,ConfigureDesign,ResultsPage,fill,txt_eff_Param_Gamma,${data.design.effParamGamma},,,,,10000,FALSE,0,never,,fill effParamGamma,
92,920,ConfigureDesign,ResultsPage,select,ddl_eff_Param,${data.design.effParam},,,,,10000,FALSE,0,always,,Select effParam. Native <select> - select matches by visible label first,
93,930,ConfigureDesign,ResultsPage,select,ddl_fix,${data.design.fix},,,,,10000,FALSE,0,always,,Select fix. Native <select> - select matches by visible label first,
94,940,ConfigureDesign,ResultsPage,fill,txt_Shape_Parameter,${data.design.shapeParamDelta},,,,,10000,FALSE,0,never,,fill Shape Parameter,
95,950,ConfigureDesign,ResultsPage,select,ddl_Futility_Boundary_Family,${data.design.futBoundaryFam},,,,,10000,FALSE,0,always,,Select Futility Boundary Family. Native <select> - select matches by visible label first,
96,960,ConfigureDesign,ResultsPage,fill,txt_Shape_Parameter_2,${data.design.shapeParamDeltaTwo},,,,,10000,FALSE,0,never,,fill Shape Parameter,
97,970,ConfigureDesign,ResultsPage,fill,txt_fut_Param_Rho,${data.design.futParamRho},,,,,10000,FALSE,0,never,,fill Parameter,
98,952,ConfigureDesign,ResultsPage,select,ddl_fut_Spend_Func,${data.design.futSpendFunc},,,,,10000,FALSE,0,always,,Select futSpendFunc BEFORE its Rho/Gamma params (moved up: StepID 952 so it runs right after Futility Boundary Family; the params only render once the spending function is chosen),
99,990,ConfigureDesign,ResultsPage,fill,txt_fut_Param_Gamma,${data.design.futParamGamma},,,,,10000,FALSE,0,never,,fill futParamGamma,
100,1000,ConfigureDesign,ResultsPage,select,ddl_fut_Param,${data.design.futParam},,,,,10000,FALSE,0,always,,Select futParam. Native <select> - select matches by visible label first,
101,1010,Simulate,DesignPage,select,ddl_Compute_CP_Using,${data.design.computeCP},,,,,10000,FALSE,0,always,,Select Compute CP Using. Native <select> - select matches by visible label first,
102,1020,ConfigureDesign,ResultsPage,select,ddl_fut_Boundary,${data.design.futBoundary},,,,,10000,FALSE,0,always,,Select futBoundary. Native <select> - select matches by visible label first,
103,1030,ConfigureDesign,ResultsPage,select,ddl_asym_Eff_Boundary_Fam,${data.design.asymEffBoundaryFam},,,,,10000,FALSE,0,always,,Select asymEffBoundaryFam. Native <select> - select matches by visible label first,
104,1040,ConfigureDesign,ResultsPage,select,ddl_upper_Spend_Func,${data.design.upperSpendFunc},,,,,10000,FALSE,0,always,,Select upperSpendFunc. Native <select> - select matches by visible label first,
105,1050,ConfigureDesign,ResultsPage,fill,txt_upper_Param_Rho,${data.design.upperParamRho},,,,,10000,FALSE,0,never,,fill upperParamRho,
106,1060,ConfigureDesign,ResultsPage,fill,txt_upper_Param_Gamma,${data.design.upperParamGamma},,,,,10000,FALSE,0,never,,fill upperParamGamma,
107,1070,ConfigureDesign,ResultsPage,select,ddl_upper_Param,${data.design.upperParam},,,,,10000,FALSE,0,always,,Select upperParam. Native <select> - select matches by visible label first,
108,1080,ConfigureDesign,ResultsPage,select,ddl_lower_Spend_Func,${data.design.lowerSpendFunc},,,,,10000,FALSE,0,always,,Select lowerSpendFunc. Native <select> - select matches by visible label first,
109,1090,ConfigureDesign,ResultsPage,fill,txt_lower_Param_Rho,${data.design.lowerParamRho},,,,,10000,FALSE,0,never,,fill lowerParamRho,
110,1100,ConfigureDesign,ResultsPage,fill,txt_lower_Param_Gamma,${data.design.lowerParamGamma},,,,,10000,FALSE,0,never,,fill lowerParamGamma,
111,1110,ConfigureDesign,ResultsPage,select,ddl_lower_Param,${data.design.lowerParam},,,,,10000,FALSE,0,always,,Select lowerParam. Native <select> - select matches by visible label first,
112,1120,ConfigureDesign,ResultsPage,select,ddl_upper_Fix,${data.design.upperFix},,,,,10000,FALSE,0,always,,Select upperFix. Native <select> - select matches by visible label first,
113,1130,ConfigureDesign,ResultsPage,select,ddl_Boundary_Scale,${data.design.boundaryScale},,,,,10000,FALSE,0,always,,Select Boundary Scale. Native <select> - select matches by visible label first,
114,1140,ConfigureDesign,ResultsPage,callCustom,,reconcilePeriodTable,,,design|boundary|analysisSpacingInfo|Add Interim|true,,15000,FALSE,0,always,${data.design.boundary.0.analysisSpacingInfo}==EMPTY,reconcile boundary period rows to the testdata count (data-driven for any N; replaces per-period Add clicks),
115,1150,ConfigureDesign,ResultsPage,loopPeriods,design,flows/dop_pd_boundary_period.csv,,,boundary|analysisSpacingInfo,,30000,FALSE,0,never,${data.design.boundary.0.analysisSpacingInfo}==EMPTY,"loopPeriods (Option C): fill boundary analysisSpacingInfo, efficacyCheck, futilityCheck per period from design_boundary — count-agnostic; replaces the enumerated per-period rows",
116,1160,ConfigureDesign,ResultsPage,fill,txt_boundary_0_cum_Alpha_Spent,${data.design.boundary.0.cumAlphaSpent},,,,,10000,FALSE,0,never,,fill boundary.0.cumAlphaSpent,
117,1170,ConfigureDesign,ResultsPage,fill,txt_boundary_0_efficacy_PValue,${data.design.boundary.0.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.0.efficacyPValue,
118,1180,ConfigureDesign,ResultsPage,fill,txt_boundary_0_cum_Beta_Spent,${data.design.boundary.0.cumBetaSpent},,,,,10000,FALSE,0,never,,fill boundary.0.cumBetaSpent,
119,1190,ConfigureDesign,ResultsPage,fill,txt_boundary_0_futility_PValue,${data.design.boundary.0.futilityPValue},,,,,10000,FALSE,0,never,,fill boundary.0.futilityPValue,
120,1200,ConfigureDesign,ResultsPage,fill,txt_boundary_0_futility_CP,${data.design.boundary.0.futilityCP},,,,,10000,FALSE,0,never,,fill boundary.0.futilityCP,
121,1210,ConfigureDesign,ResultsPage,fill,txt_boundary_0_futility_Delta,${data.design.boundary.0.futilityDelta},,,,,10000,FALSE,0,never,,fill boundary.0.futilityDelta,
122,1220,ConfigureDesign,ResultsPage,fill,txt_boundary_0_upper_PValue,${data.design.boundary.0.upperPValue},,,,,10000,FALSE,0,never,,fill boundary.0.upperPValue,
123,1230,ConfigureDesign,ResultsPage,fill,txt_boundary_0_lower_PValue,${data.design.boundary.0.lowerPValue},,,,,10000,FALSE,0,never,,fill boundary.0.lowerPValue,
124,1240,ConfigureDesign,ResultsPage,fill,txt_boundary_0_upper_Alpha,${data.design.boundary.0.upperAlpha},,,,,10000,FALSE,0,never,,fill boundary.0.upperAlpha,
125,1250,ConfigureDesign,ResultsPage,fill,txt_boundary_0_lower_Alpha,${data.design.boundary.0.lowerAlpha},,,,,10000,FALSE,0,never,,fill boundary.0.lowerAlpha,
126,1260,ConfigureDesign,ResultsPage,fill,txt_boundary_1_cum_Alpha_Spent,${data.design.boundary.1.cumAlphaSpent},,,,,10000,FALSE,0,never,,fill boundary.1.cumAlphaSpent,
127,1270,ConfigureDesign,ResultsPage,fill,txt_boundary_1_efficacy_PValue,${data.design.boundary.1.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.1.efficacyPValue,
128,1280,ConfigureDesign,ResultsPage,fill,txt_boundary_2_efficacy_PValue,${data.design.boundary.2.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.2.efficacyPValue,
129,1290,ConfigureDesign,ResultsPage,fill,txt_boundary_3_efficacy_PValue,${data.design.boundary.3.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.3.efficacyPValue,
130,1300,ConfigureDesign,ResultsPage,fill,txt_boundary_4_efficacy_PValue,${data.design.boundary.4.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.4.efficacyPValue,
131,1310,ConfigureDesign,ResultsPage,fill,txt_boundary_5_efficacy_PValue,${data.design.boundary.5.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.5.efficacyPValue,
132,1320,ConfigureDesign,ResultsPage,fill,txt_boundary_6_efficacy_PValue,${data.design.boundary.6.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.6.efficacyPValue,
133,1330,ConfigureDesign,ResultsPage,fill,txt_boundary_7_efficacy_PValue,${data.design.boundary.7.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.7.efficacyPValue,
134,1340,ConfigureDesign,ResultsPage,fill,txt_boundary_1_futility_Delta,${data.design.boundary.1.futilityDelta},,,,,10000,FALSE,0,never,,fill boundary.1.futilityDelta,
135,1350,ConfigureDesign,ResultsPage,fill,txt_boundary_2_futility_CP,${data.design.boundary.2.futilityCP},,,,,10000,FALSE,0,never,,fill boundary.2.futilityCP,
136,1360,ConfigureDesign,ResultsPage,fill,txt_boundary_1_upper_Alpha,${data.design.boundary.1.upperAlpha},,,,,10000,FALSE,0,never,,fill boundary.1.upperAlpha,
137,1370,ConfigureDesign,ResultsPage,fill,txt_boundary_1_lower_Alpha,${data.design.boundary.1.lowerAlpha},,,,,10000,FALSE,0,never,,fill boundary.1.lowerAlpha,
138,1380,ConfigureDesign,ResultsPage,click,btn_Calculate,,,,,,10000,FALSE,0,never,${data.design.boundary.0.analysisSpacingInfo}==EMPTY,click Calculate (boundary recompute — group-sequential only; skip on a fixed design where no boundary/interims exist, else it times out — S8),
139,1390,ConfigureDesign,ResultsPage,click,btn_Enrollment,,,,,,10000,FALSE,0,never,,click Enrollment,
140,1400,ConfigureDesign,ResultsPage,check,chk_Include,,,,,,10000,FALSE,0,always,${data.design.IncludeEnrollment}!=check,check Include when testdata Include=check (SkipIf gates it per iteration),
141,1410,ConfigureDesign,ResultsPage,uncheck,chk_Include,,,,,,10000,FALSE,0,always,${data.design.IncludeEnrollment}!=uncheck,uncheck Include when testdata Include=uncheck (SkipIf gates it per iteration),
142,1420,ConfigureDesign,ResultsPage,fill,txt_enrollment_Table_0_avg_Subjects_Enrolled,${data.design.enrollmentTable.0.avgSubjectsEnrolled},,,,,10000,FALSE,0,never,,fill enrollmentTable.0.avgSubjectsEnrolled (design enrollment is single-period — scalar fill like ROP; the shared loop template needs startingAtTime which the design table lacks),
144,1440,ConfigureDesign,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save,
145,1450,Simulate,DesignPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute,
146,1460,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.ResultName},,,,,10000,FALSE,0,never,,fill Result Name,
147,1470,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit-alert-primary,
148,1480,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result,
149,1490,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.ResultName},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes),
150,1500,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables,
151,1510,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL,
