Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description
22,220,ExtractResults,ResultsPage,select,ddl_Test_Type,${data.design.TestType},,,,,10000,FALSE,0,always,,Select Test Type. Native <select> - select matches by visible label first
23,230,ExtractResults,ResultsPage,check,opt_Computed_Parameter,${data.design.Computed Parameter},,,,visible,10000,FALSE,0,never,,select Computed Parameter
24,240,ExtractResults,ResultsPage,click,txt_sample_Size,,,,,,10000,FALSE,0,never,,click sampleSize
25,250,ExtractResults,ResultsPage,click,txt_sample_Size,,,,,,10000,FALSE,0,never,,click sampleSize
26,260,ExtractResults,ResultsPage,fill,txt_sample_Size,${data.design.Sample Size},,,,,10000,FALSE,0,never,,fill sampleSize
27,265,ExtractResults,ResultsPage,fill,txt_Power,${data.design.Power},,,,,10000,FALSE,0,never,,fill Power (skipped automatically when Power is the Computed parameter)
28,270,ExtractResults,ResultsPage,fill,txt_type1Error,${data.design.Type1Error},,,,,10000,FALSE,0,never,,fill type1Error
29,280,ExtractResults,ResultsPage,fill,txt_rate_Under_Null,${data.design.Rate under Null�},,,,,10000,FALSE,0,never,,fill rateUnderNull
30,290,ExtractResults,ResultsPage,fill,txt_rate_Under_Alternative,${data.design.Rate under Alternative�},,,,,10000,FALSE,0,never,,fill rateUnderAlternative
31,300,ExtractResults,ResultsPage,fill,txt_follow_Up_Time,${data.design.Follow-Up Time�},,,,,10000,FALSE,0,never,,fill followUpTime
32,310,ExtractResults,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save
33,320,ExtractResults,ResultsPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute
34,330,ExtractResults,ResultsPage,click,txt_ResultName,,,,,,10000,FALSE,0,never,,click Result Name
35,340,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name
36,350,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit alert primary
37,360,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result
38,370,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes)
39,380,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables
40,390,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL
