Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description
30,254,ConfigureDesign,ResultsPage,check,chk_sim_Save_Summary_Stats,,,,,,10000,FALSE,0,never,,Check Save Summary Statistics
31,256,ConfigureDesign,ResultsPage,check,chk_sim_Save_Subject_Level_Data,,,,,,10000,FALSE,0,never,,Check Save Subject-Level Data (reveals the sub-level sim-runs field)
32,260,ConfigureDesign,AppPage,fill,txt_sub_Level_Data_Sim_Runs,${data.simulation.subLevelDataSimRuns},,,,,10000,FALSE,0,never,,fill subLevelDataSimRuns
33,270,ConfigureDesign,AppPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save
34,280,Simulate,DesignPage,click,btn_Save_Simulate,,,,,,10000,FALSE,0,never,,click Save Simulate
35,288,ExtractResults,ResultsPage,callCustom,,confirmSimulateModal,,,,,10000,FALSE,0,always,,Confirm the Simulate modal via native click on the last .modal.show #credit-alert-primary (starts the run)
36,300,Simulate,ResultsPage,waitForSimulation,lbl_sim_RunStatus,,,,Completed,,300000,FALSE,0,always,,"Wait for the SIMULATION row status to change In-progress -> Completed (its own row, not the design result)"
37,310,ExtractResults,ResultsPage,click,lnk_sim_ResultName,,,,,visible,180000,FALSE,0,always,,Open the simulation result by its Simulation-row link (app auto-names it)
38,320,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables
39,330,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,"Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL
"
