Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description,DynamicArgs
21,210,ConfigureDesign,InputSetPage,select,ddl_Select_Test,${data.inputset.SelectTest},,,,,15000,FALSE,0,always,,Select Select Test. select opens the menu and commits the option itself - works for native and custom dropdowns,
22,220,ConfigureDesign,InputSetPage,click,btn_Continue,,,,,,10000,FALSE,0,never,,click Continue,
23,230,ConfigureDesign,DesignPage,select,ddl_Input_Method,${data.design.inputMethod},,,,,10000,FALSE,0,always,,Select Input Method. Native <select> - select matches by visible label first,
24,240,ConfigureDesign,DesignPage,fill,txt_Target_Value_TV_Week,${data.design.medianTargetValue},,,,,10000,FALSE,0,never,,fill Target Value,
25,250,ConfigureDesign,DesignPage,fill,txt_Lower_Ref_Value_LRV_Week,${data.design.medianLowerRefVal},,,,,10000,FALSE,0,never,,fill Lower Ref. Value,
26,260,ConfigureDesign,DesignPage,fill,txt_User_Interest_Value_UIV,${data.design.medianUserInterestVal},,,,,10000,FALSE,0,never,,fill User Interest Value,
27,270,ConfigureDesign,DesignPage,fill,txt_target_Value,${data.design.targetValue},,,,,10000,FALSE,0,never,,fill targetValue,
28,280,ConfigureDesign,DesignPage,fill,txt_lower_Ref_Val,${data.design.lowerRefVal},,,,,10000,FALSE,0,never,,fill lowerRefVal,
29,290,ConfigureDesign,DesignPage,fill,txt_user_Interest_Val,${data.design.userInterestVal},,,,,10000,FALSE,0,never,,fill User Interest Value,
30,300,ConfigureDesign,DesignPage,fill,txt_Events,${data.design.events},,,,,10000,FALSE,0,never,,fill Events,
31,310,ConfigureDesign,DesignPage,fill,txt_Maturity,${data.design.maturity},,,,,10000,FALSE,0,never,,fill Maturity,
32,320,ConfigureDesign,DesignPage,select,ddl_Desired_Confidence_DC,${data.design.desiredConfidenceSelect},,,,,10000,FALSE,0,always,,Select Desired Confidence. Native <select> - select matches by visible label first,
33,330,ConfigureDesign,DesignPage,fill,txt_desired_Confidence_Input,${data.design.desiredConfidenceInput},,,,,10000,FALSE,0,never,,fill desiredConfidenceInput,
34,340,ConfigureDesign,DesignPage,fill,txt_acceptable_Risk_Input,${data.design.acceptableRiskInput},,,,,10000,FALSE,0,never,,fill acceptableRiskInput,
35,350,ConfigureDesign,DesignPage,select,ddl_Method,${data.design.Method},,,,,10000,FALSE,0,always,,Select Method. Native <select> - select matches by visible label first,
36,360,ConfigureDesign,DesignPage,fill,txt_Event_Rate_ER,${data.design.priorEventRate},,,,,10000,FALSE,0,never,,fill Event Rate,
37,370,ConfigureDesign,DesignPage,fill,txt_Events_e,${data.design.priorEvents},,,,,10000,FALSE,0,never,,fill Events,
38,380,ConfigureDesign,DesignPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save,
39,390,Simulate,DesignPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute,
40,400,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name,
41,410,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit-alert-primary,
42,420,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result,
43,430,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes),
44,440,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables,
45,450,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL,
