Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description,DynamicArgs
21,210,CreateInputSet,InputSetPage,fill,txt_collection_Name,${data.inputset.InputSetname},,,,,10000,FALSE,0,never,,fill InputSetname,
22,220,ConfigureDesign,InputSetPage,click,btn_Select_Task,${data.inputset.SelectTask},,,,,10000,FALSE,0,never,,click Select Task,
23,230,ConfigureDesign,InputSetPage,select,ddl_Select_Test,${data.inputset.SelectTest},,,,,15000,FALSE,0,always,,Select Select Test. select opens the menu and commits the option itself - works for native and custom dropdowns,
24,240,ConfigureDesign,InputSetPage,click,btn_Continue,,,,,,10000,FALSE,0,never,,click Continue,
25,250,ConfigureDesign,DesignPage,fill,txt_Control_Proportion,${data.design.controlProportion},,,,,10000,FALSE,0,never,,fill Control Proportion,
26,260,ConfigureDesign,DesignPage,fill,txt_Treatment_Proportion_TV,${data.design.treatmentProportionTV},,,,,10000,FALSE,0,never,,fill Treatment Proportion TV,
27,270,ConfigureDesign,DesignPage,fill,txt_Treatment_Proportion_LRV,${data.design.treatmentProportionLRV},,,,,10000,FALSE,0,never,,fill Treatment Proportion LRV,
28,280,ConfigureDesign,DesignPage,fill,txt_Treatment_Proportion_UIV,${data.design.treatmentProportionUIV},,,,,10000,FALSE,0,never,,fill Treatment Proportion UIV,
29,290,ConfigureDesign,DesignPage,fill,txt_Sample_Size_n,${data.design.sampleSize},,,,,10000,FALSE,0,never,,fill Sample Size,
30,300,ConfigureDesign,DesignPage,fill,txt_Allocation_Ratio_R_nt_nc,${data.design.allocationRatio},,,,,10000,FALSE,0,never,,fill Allocation Ratio,
31,310,ConfigureDesign,DesignPage,select,ddl_desired_Confidence_Select,${data.design.desiredConfidenceSelect},,,,,10000,FALSE,0,always,,Select desiredConfidenceSelect. Native <select> - select matches by visible label first,
32,320,ConfigureDesign,DesignPage,fill,txt_desired_Confidence_Input,${data.design.desiredConfidenceInput},,,,,10000,FALSE,0,never,,fill desiredConfidenceInput,
33,330,ConfigureDesign,DesignPage,fill,txt_acceptable_Risk_Input,${data.design.acceptableRiskInput},,,,,10000,FALSE,0,never,,fill acceptableRiskInput,
34,340,ConfigureDesign,DesignPage,select,ddl_Method,${data.design.Method},,,,,10000,FALSE,0,always,,Select Method. Native <select> - select matches by visible label first,
35,350,ConfigureDesign,DesignPage,fill,txt_Alpha,${data.design.priorAlphaControl},,,,,10000,FALSE,0,never,,fill Alpha,
36,360,ConfigureDesign,DesignPage,fill,txt_Beta,${data.design.priorBetaControl},,,,,10000,FALSE,0,never,,fill Beta,
37,370,ConfigureDesign,DesignPage,fill,txt_prior_Alpha_Treatment,${data.design.priorAlphaTreatment},,,,,10000,FALSE,0,never,,fill Alpha,
38,380,ConfigureDesign,DesignPage,fill,txt_prior_Beta_Treatment,${data.design.priorBetaTreatment},,,,,10000,FALSE,0,never,,fill Beta,
39,390,ConfigureDesign,DesignPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save,
40,400,Simulate,DesignPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute,
41,410,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name,
42,420,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit-alert-primary,
43,430,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result,
44,440,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes),
45,450,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables,
46,460,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL,
