Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description,DynamicArgs
21,210,ConfigureDesign,InputSetPage,select,ddl_Select_Test,${data.inputset.SelectTest},,,,,15000,FALSE,0,always,,Select Select Test. select opens the menu and commits the option itself - works for native and custom dropdowns,
22,220,ConfigureDesign,InputSetPage,click,btn_Continue,,,,,,10000,FALSE,0,never,,click Continue,
23,230,ConfigureDesign,DesignPage,fill,txt_treatment_Mean_TV,${data.design.treatmentMeanTV},,,,,10000,FALSE,0,never,,fill treatmentMeanTV,
24,240,ConfigureDesign,DesignPage,fill,txt_treatment_Mean_LRV,${data.design.treatmentMeanLRV},,,,,10000,FALSE,0,never,,fill treatmentMeanLRV,
25,250,ConfigureDesign,DesignPage,fill,txt_User_Interest_Value_UIV,${data.design.treatmentMeanUIV},,,,,10000,FALSE,0,never,,fill User Interest Value,
26,260,ConfigureDesign,DesignPage,fill,txt_Standard_Deviation,${data.design.stdDev},,,,,10000,FALSE,0,never,,fill Standard Deviation,
27,270,ConfigureDesign,DesignPage,fill,txt_Sample_Size_n,${data.design.sampleSize},,,,,10000,FALSE,0,never,,fill Sample Size,
28,280,ConfigureDesign,DesignPage,select,ddl_Desired_Confidence_DC,${data.design.desiredConfidenceSelect},,,,,10000,FALSE,0,always,,Select Desired Confidence. Native <select> - select matches by visible label first,
29,290,ConfigureDesign,DesignPage,fill,txt_desired_Confidence_Input,${data.design.desiredConfidenceInput},,,,,10000,FALSE,0,never,,fill desiredConfidenceInput,
30,300,ConfigureDesign,DesignPage,fill,txt_acceptable_Risk_Input,${data.design.acceptableRiskInput},,,,,10000,FALSE,0,never,,fill acceptableRiskInput,
31,310,ConfigureDesign,DesignPage,select,ddl_Method,${data.design.Method},,,,,10000,FALSE,0,always,,Select Method. Native <select> - select matches by visible label first,
32,320,ConfigureDesign,DesignPage,fill,txt_Mean,${data.design.priorMeanTreatment},,,,,10000,FALSE,0,never,,fill Mean,
33,330,ConfigureDesign,DesignPage,fill,txt_prior_SDTreatment,${data.design.priorSDTreatment},,,,,10000,FALSE,0,never,,fill Standard Deviation,
34,340,ConfigureDesign,DesignPage,select,ddl_Interim_Type,${data.design.interimType},,,,,10000,FALSE,0,always,,Select Interim Type. Native <select> - select matches by visible label first,
35,350,ConfigureDesign,DesignPage,select,ddl_Stop_Rule,${data.design.stopRule},,,,,10000,FALSE,0,always,,Select Stop Rule. Native <select> - select matches by visible label first,
36,360,ConfigureDesign,DesignPage,select,ddl_Go_Rule,${data.design.goRule},,,,,10000,FALSE,0,always,,Select Go Rule. Native <select> - select matches by visible label first,
37,370,ConfigureDesign,DesignPage,click,btn_Add_Interim,,,,,,10000,FALSE,0,never,${data.design.decideInterimTable.1.analysisSpacingInfo}==EMPTY,click Add Interim (period 1),
38,380,ConfigureDesign,DesignPage,click,btn_Add_Interim,,,,,,10000,FALSE,0,never,${data.design.decideInterimTable.2.analysisSpacingInfo}==EMPTY,click Add Interim (period 2),
39,390,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_analysis_Spacing_Info,${data.design.decideInterimTable.0.analysisSpacingInfo},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.analysisSpacingInfo,
40,400,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_analysis_Spacing_Info,${data.design.decideInterimTable.1.analysisSpacingInfo},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.analysisSpacingInfo,
41,410,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_2_analysis_Spacing_Info,${data.design.decideInterimTable.2.analysisSpacingInfo},,,,,10000,FALSE,0,never,,fill decideInterimTable.2.analysisSpacingInfo,
42,420,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_stop_Cutoff,${data.design.decideInterimTable.0.stopCutoff},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.stopCutoff,
421,421,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_stop_Cutoff,${data.design.decideInterimTable.1.stopCutoff},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.stopCutoff (table-completeness),
43,430,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_interim_ARTV,${data.design.decideInterimTable.0.interimARTV},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.interimARTV,
431,431,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_interim_ARTV,${data.design.decideInterimTable.1.interimARTV},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.interimARTV (table-completeness),
432,432,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_2_interim_ARTV,${data.design.decideInterimTable.2.interimARTV},,,,,10000,FALSE,0,never,,fill decideInterimTable.2.interimARTV (table-completeness),
44,440,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_max_Stop_PP,${data.design.decideInterimTable.0.maxStopPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.maxStopPP,
441,441,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_max_Stop_PP,${data.design.decideInterimTable.1.maxStopPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.maxStopPP (table-completeness),
442,442,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_2_max_Stop_PP,${data.design.decideInterimTable.2.maxStopPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.2.maxStopPP (table-completeness),
45,450,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_go_Cutoff,${data.design.decideInterimTable.0.goCutoff},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.goCutoff,
451,451,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_go_Cutoff,${data.design.decideInterimTable.1.goCutoff},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.goCutoff (table-completeness),
46,460,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_interim_DCLRV,${data.design.decideInterimTable.0.interimDCLRV},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.interimDCLRV,
461,461,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_interim_DCLRV,${data.design.decideInterimTable.1.interimDCLRV},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.interimDCLRV (table-completeness),
47,470,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_min_Go_PP,${data.design.decideInterimTable.0.minGoPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.minGoPP,
471,471,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_min_Go_PP,${data.design.decideInterimTable.1.minGoPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.minGoPP (table-completeness),
472,472,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_2_min_Go_PP,${data.design.decideInterimTable.2.minGoPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.2.minGoPP (table-completeness),
48,480,ConfigureDesign,DesignPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save,
49,490,Simulate,DesignPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute,
50,500,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name,
51,510,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit-alert-primary,
52,520,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result,
53,530,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes),
54,540,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables,
55,550,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL,
