ObjectName,Page,SelectorType,SelectorValue,RoleName,FallbackSelector,Dynamic,Description,Exact
txt_decide_Interim_Table_1_stop_Cutoff,DesignPage,css,"[id=""decideInterimTable.1.stopCutoff""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
txt_decide_Interim_Table_2_stop_Cutoff,DesignPage,css,"[id=""decideInterimTable.2.stopCutoff""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
txt_decide_Interim_Table_1_interim_ARTV,DesignPage,css,"[id=""decideInterimTable.1.interimARTV""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
txt_decide_Interim_Table_2_interim_ARTV,DesignPage,css,"[id=""decideInterimTable.2.interimARTV""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
txt_decide_Interim_Table_1_max_Stop_PP,DesignPage,css,"input[name=""decideInterimTable.1.maxStopPP""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
txt_decide_Interim_Table_2_max_Stop_PP,DesignPage,css,"input[name=""decideInterimTable.2.maxStopPP""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
txt_decide_Interim_Table_1_go_Cutoff,DesignPage,css,"[id=""decideInterimTable.1.goCutoff""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
txt_decide_Interim_Table_2_go_Cutoff,DesignPage,css,"[id=""decideInterimTable.2.goCutoff""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
txt_decide_Interim_Table_1_interim_DCLRV,DesignPage,css,"[id=""decideInterimTable.1.interimDCLRV""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
txt_decide_Interim_Table_2_interim_DCLRV,DesignPage,css,"[id=""decideInterimTable.2.interimDCLRV""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
txt_decide_Interim_Table_1_min_Go_PP,DesignPage,css,"input[name=""decideInterimTable.1.minGoPP""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
txt_decide_Interim_Table_2_min_Go_PP,DesignPage,css,"input[name=""decideInterimTable.2.minGoPP""]",,,FALSE,textbox mirrored from period 0 (table-completeness),FALSE
btn_Save,DesignPage,role,button,Save,,FALSE,button from codegen,TRUE
btn_Save_Compute,DesignPage,role,button,Save & Compute,,FALSE,button from codegen,FALSE
txt_ResultName,ResultsPage,css,#inputId,,,FALSE,textbox from codegen,FALSE
txt_credit_alert_primary,ResultsPage,css,#credit-alert-primary,,,FALSE,textbox from codegen,FALSE
lnk_ResultName,ResultsPage,role,link,{0},,TRUE,result link from codegen,FALSE
lbl_RunStatus,ResultsPage,css,div[role=gridcell][col-id=simStatus],,,FALSE,Run status cell. VERIFY col-id against your app and adjust,FALSE
