Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description,DynamicArgs
19,190,ConfigureDesign,ProjectPage,fill,txt_follow_Up_Time_0_0,${data.project.followUpTime},,,,,10000,FALSE,0,never,,fill followUpTime-0_0,
20,200,ConfigureDesign,ProjectPage,click,btn_Create_Project,,,,,,10000,FALSE,0,never,,click Create Project,
21,210,ConfigureDesign,ProjectPage,click,btn_Inputs,,,,,,10000,FALSE,0,never,,click Inputs,
22,220,CreateInputSet,InputSetPage,click,btn_New_Input_Set,,,,,,10000,FALSE,0,never,,click New Input Set,
23,230,CreateInputSet,InputSetPage,fill,txt_collection_Name,${data.inputset.InputSetname},,,,,10000,FALSE,0,never,,fill collectionName,
24,240,ConfigureDesign,InputSetPage,click,btn_Select_Task,${data.inputset.SelectTask},,,,,10000,FALSE,0,never,,click Select Task,
25,250,ConfigureDesign,InputSetPage,select,ddl_Select_Test,${data.inputset.SelectTest},,,,,15000,FALSE,0,always,,Select Select Test. select opens the menu and commits the option itself - works for native and custom dropdowns,
26,260,ConfigureDesign,InputSetPage,click,btn_Continue,,,,,,10000,FALSE,0,never,,click Continue,
27,270,ConfigureDesign,DesignPage,select,ddl_Input_Method,${data.design.inputMethod},,,,,10000,FALSE,0,always,,Select Input Method. Native <select> - select matches by visible label first,
28,280,ConfigureDesign,DesignPage,fill,txt_Control_Median_Time_Week,${data.design.controlMedianTime},,,,,10000,FALSE,0,never,,fill Control Median Time,
29,290,ConfigureDesign,DesignPage,fill,txt_Treatment_Median_Time_TV,${data.design.treatmentMedianTimeTV},,,,,10000,FALSE,0,never,,fill Treatment Median Time TV,
30,300,ConfigureDesign,DesignPage,fill,txt_Treatment_Median_Time_LRV,${data.design.treatmentMedianTimeLRV},,,,,10000,FALSE,0,never,,fill Treatment Median Time LRV,
31,310,ConfigureDesign,DesignPage,fill,txt_Treatment_Median_Time_UIV,${data.design.treatmentMedianTimeUIV},,,,,10000,FALSE,0,never,,fill Treatment Median Time UIV,
32,320,ConfigureDesign,DesignPage,fill,txt_Control_Event_Rate,${data.design.controlEventRate},,,,,10000,FALSE,0,never,,fill Control Event Rate,
33,330,ConfigureDesign,DesignPage,fill,txt_Treatment_Event_Rate_TV,${data.design.treatmentEventRateTV},,,,,10000,FALSE,0,never,,fill Treatment Event Rate TV,
34,340,ConfigureDesign,DesignPage,fill,txt_Treatment_Event_Rate_LRV,${data.design.treatmentEventRateLRV},,,,,10000,FALSE,0,never,,fill Treatment Event Rate LRV,
35,350,ConfigureDesign,DesignPage,fill,txt_Treatment_Event_Rate_UIV,${data.design.treatmentEventRateUIV},,,,,10000,FALSE,0,never,,fill Treatment Event Rate UIV,
36,360,ConfigureDesign,DesignPage,fill,txt_target_Value,${data.design.targetValue},,,,,10000,FALSE,0,never,,fill targetValue,
37,370,ConfigureDesign,DesignPage,fill,txt_lower_Ref_Val,${data.design.lowerRefVal},,,,,10000,FALSE,0,never,,fill lowerRefVal,
38,380,ConfigureDesign,DesignPage,fill,txt_User_Interest_Value_UIV,${data.design.userInterestVal},,,,,10000,FALSE,0,never,,fill User Interest Value,
39,390,ConfigureDesign,DesignPage,fill,txt_Events,${data.design.events},,,,,10000,FALSE,0,never,,fill Events,
40,400,ConfigureDesign,DesignPage,fill,txt_Maturity,${data.design.maturity},,,,,10000,FALSE,0,never,,fill Maturity,
41,410,ConfigureDesign,DesignPage,fill,txt_Allocation_Ratio_R_n_n,${data.design.allocationRatio},,,,,10000,FALSE,0,never,,fill Allocation Ratio,
42,420,ConfigureDesign,DesignPage,select,ddl_desired_Confidence_Select,${data.design.desiredConfidenceSelect},,,,,10000,FALSE,0,always,,Select desiredConfidenceSelect. Native <select> - select matches by visible label first,
43,430,ConfigureDesign,DesignPage,fill,txt_desired_Confidence_Input,${data.design.desiredConfidenceInput},,,,,10000,FALSE,0,never,,fill desiredConfidenceInput,
44,440,ConfigureDesign,DesignPage,fill,txt_acceptable_Risk_Input,${data.design.acceptableRiskInput},,,,,10000,FALSE,0,never,,fill acceptableRiskInput,
45,450,ConfigureDesign,DesignPage,select,ddl_Method,${data.design.Method},,,,,10000,FALSE,0,always,,Select Method. Native <select> - select matches by visible label first,
46,460,ConfigureDesign,DesignPage,fill,txt_Hazard_Ratio_hr,${data.design.priorHazardRatio},,,,,10000,FALSE,0,never,,fill Hazard Ratio,
47,470,ConfigureDesign,DesignPage,fill,txt_Events_e,${data.design.priorEvents},,,,,10000,FALSE,0,never,,fill Events,
48,480,ConfigureDesign,DesignPage,select,ddl_Interim_Type,${data.design.interimType},,,,,10000,FALSE,0,always,,Select Interim Type. Native <select> - select matches by visible label first,
49,490,ConfigureDesign,DesignPage,select,ddl_Stop_Rule,${data.design.stopRule},,,,,10000,FALSE,0,always,,Select Stop Rule. Native <select> - select matches by visible label first,
50,500,ConfigureDesign,DesignPage,select,ddl_Go_Rule,${data.design.goRule},,,,,10000,FALSE,0,always,,Select Go Rule. Native <select> - select matches by visible label first,
51,510,ConfigureDesign,DesignPage,click,btn_Add_Interim,,,,,,10000,FALSE,0,never,${data.design.decideInterimTable.1.analysisSpacingInfo}==EMPTY,click Add Interim (builds period 1 — only for interim-analysis iterations; a fixed design has no interim table at all so the button never renders — S8),
52,520,ConfigureDesign,DesignPage,click,btn_Add_Interim,,,,,,10000,FALSE,0,never,${data.design.decideInterimTable.2.analysisSpacingInfo}==EMPTY,click Add Interim (builds period 2 — only for iterations with a 3rd interim analysis),
53,530,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_analysis_Spacing_Info,${data.design.decideInterimTable.0.analysisSpacingInfo},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.analysisSpacingInfo,
54,540,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_analysis_Spacing_Info,${data.design.decideInterimTable.1.analysisSpacingInfo},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.analysisSpacingInfo,
55,550,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_2_analysis_Spacing_Info,${data.design.decideInterimTable.2.analysisSpacingInfo},,,,,10000,FALSE,0,never,,fill decideInterimTable.2.analysisSpacingInfo,
56,560,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_stop_Cutoff,${data.design.decideInterimTable.0.stopCutoff},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.stopCutoff,
57,570,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_interim_ARTV,${data.design.decideInterimTable.0.interimARTV},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.interimARTV,
58,580,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_max_Stop_PP,${data.design.decideInterimTable.0.maxStopPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.maxStopPP,
59,590,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_interim_DCLRV,${data.design.decideInterimTable.0.interimDCLRV},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.interimDCLRV,
60,600,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_go_Cutoff,${data.design.decideInterimTable.0.goCutoff},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.goCutoff,
61,610,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_0_min_Go_PP,${data.design.decideInterimTable.0.minGoPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.0.minGoPP,
61.1,611,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_stop_Cutoff,${data.design.decideInterimTable.1.stopCutoff},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.stopCutoff (table-completeness),
61.2,612,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_2_stop_Cutoff,${data.design.decideInterimTable.2.stopCutoff},,,,,10000,FALSE,0,never,,fill decideInterimTable.2.stopCutoff (table-completeness),
61.3,613,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_interim_ARTV,${data.design.decideInterimTable.1.interimARTV},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.interimARTV (table-completeness),
61.4,614,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_2_interim_ARTV,${data.design.decideInterimTable.2.interimARTV},,,,,10000,FALSE,0,never,,fill decideInterimTable.2.interimARTV (table-completeness),
61.5,615,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_max_Stop_PP,${data.design.decideInterimTable.1.maxStopPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.maxStopPP (table-completeness),
61.6,616,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_2_max_Stop_PP,${data.design.decideInterimTable.2.maxStopPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.2.maxStopPP (table-completeness),
61.7,617,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_go_Cutoff,${data.design.decideInterimTable.1.goCutoff},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.goCutoff (table-completeness),
61.8,618,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_2_go_Cutoff,${data.design.decideInterimTable.2.goCutoff},,,,,10000,FALSE,0,never,,fill decideInterimTable.2.goCutoff (table-completeness),
61.9,619,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_interim_DCLRV,${data.design.decideInterimTable.1.interimDCLRV},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.interimDCLRV (table-completeness),
61.91,620,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_2_interim_DCLRV,${data.design.decideInterimTable.2.interimDCLRV},,,,,10000,FALSE,0,never,,fill decideInterimTable.2.interimDCLRV (table-completeness),
61.92,621,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_1_min_Go_PP,${data.design.decideInterimTable.1.minGoPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.1.minGoPP (table-completeness),
61.93,622,ConfigureDesign,DesignPage,fill,txt_decide_Interim_Table_2_min_Go_PP,${data.design.decideInterimTable.2.minGoPP},,,,,10000,FALSE,0,never,,fill decideInterimTable.2.minGoPP (table-completeness),
62,630,ConfigureDesign,DesignPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save,
63,640,Simulate,DesignPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute,
64,650,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name,
65,660,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit-alert-primary,
66,670,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result,
67,680,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes),
68,690,ExtractResults,-,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables,
69,700,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL,
