ObjectName,Page,SelectorType,SelectorValue,RoleName,FallbackSelector,Dynamic,Description,Exact
txt_pi_t_b,ResultsPage,css,#pi_t_b,,,FALSE,textbox from codegen,FALSE
ddl_perc_Pi_TDelta1st_Operator,ResultsPage,css,#percPiTDelta1stOperator,,,FALSE,native <select> from codegen,FALSE
txt_perc_Pi_TDelta1st_Percentile_Val,ResultsPage,css,#percPiTDelta1stPercentileVal,,,FALSE,textbox from codegen,FALSE
txt_perc_Pi_TDelta1st_Percentile_Prob,ResultsPage,css,#percPiTDelta1stPercentileProb,,,FALSE,textbox from codegen,FALSE
ddl_perc_Pi_TDelta2nd_Operator,ResultsPage,css,#percPiTDelta2ndOperator,,,FALSE,native <select> from codegen,FALSE
txt_perc_Pi_TDelta2nd_Percentile_Val,ResultsPage,css,#percPiTDelta2ndPercentileVal,,,FALSE,textbox from codegen,FALSE
txt_perc_Pi_TDelta2nd_Percentile_Prob,ResultsPage,css,#percPiTDelta2ndPercentileProb,,,FALSE,textbox from codegen,FALSE
ddl_prior_Distribution_For,ResultsPage,css,#priorDistributionFor,,,FALSE,native <select> from codegen,FALSE
txt_Min_c,ResultsPage,css,"input[name=""minPiC""]",,,FALSE,textbox from codegen,FALSE
txt_Max_c,ResultsPage,css,"input[name=""maxPiC""]",,,FALSE,textbox from codegen,FALSE
ddl_select_name_perc_Pi_C1st_Operator,ResultsPage,css,"select[name=""percPiC1stOperator""]",,,FALSE,native <select> from codegen,FALSE
txt_input_name_perc_Pi_C1st_Percentile_Val,ResultsPage,css,"input[name=""percPiC1stPercentileVal""]",,,FALSE,textbox from codegen,FALSE
txt_input_name_perc_Pi_C1st_Percentile_Prob,ResultsPage,css,"input[name=""percPiC1stPercentileProb""]",,,FALSE,textbox from codegen,FALSE
ddl_select_name_perc_Pi_C2nd_Operator,ResultsPage,css,"select[name=""percPiC2ndOperator""]",,,FALSE,native <select> from codegen,FALSE
txt_input_name_perc_Pi_C2nd_Percentile_Val,ResultsPage,css,"input[name=""percPiC2ndPercentileVal""]",,,FALSE,textbox from codegen,FALSE
txt_input_name_perc_Pi_C2nd_Percentile_Prob,ResultsPage,css,"input[name=""percPiC2ndPercentileProb""]",,,FALSE,textbox from codegen,FALSE
txt_pi_c_a,ResultsPage,css,#pi_c_a,,,FALSE,textbox from codegen,FALSE
txt_pi_c_b,ResultsPage,css,#pi_c_b,,,FALSE,textbox from codegen,FALSE
ddl_perc_Pi_CDelta1st_Operator,ResultsPage,css,#percPiCDelta1stOperator,,,FALSE,native <select> from codegen,FALSE
txt_perc_Pi_CDelta1st_Percentile_Val,ResultsPage,css,#percPiCDelta1stPercentileVal,,,FALSE,textbox from codegen,FALSE
txt_perc_Pi_CDelta1st_Percentile_Prob,ResultsPage,css,#percPiCDelta1stPercentileProb,,,FALSE,textbox from codegen,FALSE
ddl_perc_Pi_CDelta2nd_Operator,ResultsPage,css,#percPiCDelta2ndOperator,,,FALSE,native <select> from codegen,FALSE
txt_perc_Pi_CDelta2nd_Percentile_Val,ResultsPage,css,#percPiCDelta2ndPercentileVal,,,FALSE,textbox from codegen,FALSE
txt_perc_Pi_CDelta2nd_Percentile_Prob,ResultsPage,css,#percPiCDelta2ndPercentileProb,,,FALSE,textbox from codegen,FALSE
ddl_Efficacy_Boundary_Family,ResultsPage,css,#effBoundaryFam,,,FALSE,native <select> from codegen,FALSE
ddl_Spending_Function,ResultsPage,css,#effSpendFunc,,,FALSE,native <select> from codegen,FALSE
txt_Parameter,ResultsPage,css,#effParamRho,,,FALSE,textbox from codegen,FALSE
ddl_eff_Spend_Func,ResultsPage,css,#effSpendFunc,,,FALSE,native <select> from codegen,FALSE
txt_eff_Param_Gamma,ResultsPage,css,#effParamGamma,,,FALSE,textbox from codegen,FALSE
ddl_eff_Param,ResultsPage,css,#effParam,,,FALSE,native <select> from codegen,FALSE
ddl_eff_Boundary_Fam,ResultsPage,css,#effBoundaryFam,,,FALSE,native <select> from codegen,FALSE
ddl_fix,ResultsPage,css,#fix,,,FALSE,native <select> from codegen,FALSE
txt_Shape_Parameter,ResultsPage,css,#shapeParamDelta,,,FALSE,textbox from codegen,FALSE
ddl_Futility_Boundary_Family,ResultsPage,css,#futBoundaryFam,,,FALSE,native <select> from codegen,FALSE
txt_Shape_Parameter_2,ResultsPage,css,#shapeParamDeltaTwo,,,FALSE,textbox from codegen,FALSE
ddl_fut_Boundary_Fam,ResultsPage,css,#futBoundaryFam,,,FALSE,native <select> from codegen,FALSE
ddl_fut_Spend_Func,ResultsPage,css,#futSpendFunc,,,FALSE,native <select> from codegen,FALSE
txt_fut_Param_Gamma,ResultsPage,css,#futParamGamma,,,FALSE,textbox from codegen,FALSE
ddl_fut_Param,ResultsPage,css,#futParam,,,FALSE,native <select> from codegen,FALSE
ddl_Compute_CP_Using,DesignPage,css,#computeCP,,,FALSE,native <select> from codegen,FALSE
ddl_fut_Boundary,ResultsPage,css,#futBoundary,,,FALSE,native <select> from codegen,FALSE
ddl_asym_Eff_Boundary_Fam,ResultsPage,css,#asymEffBoundaryFam,,,FALSE,native <select> from codegen,FALSE
ddl_upper_Spend_Func,ResultsPage,css,#upperSpendFunc,,,FALSE,native <select> from codegen,FALSE
txt_upper_Param_Rho,ResultsPage,css,#upperParamRho,,,FALSE,textbox from codegen,FALSE
txt_upper_Param_Gamma,ResultsPage,css,#upperParamGamma,,,FALSE,textbox from codegen,FALSE
ddl_upper_Param,ResultsPage,css,#upperParam,,,FALSE,native <select> from codegen,FALSE
ddl_lower_Spend_Func,ResultsPage,css,#lowerSpendFunc,,,FALSE,native <select> from codegen,FALSE
txt_lower_Param_Rho,ResultsPage,css,#lowerParamRho,,,FALSE,textbox from codegen,FALSE
txt_lower_Param_Gamma,ResultsPage,css,#lowerParamGamma,,,FALSE,textbox from codegen,FALSE
ddl_lower_Param,ResultsPage,css,#lowerParam,,,FALSE,native <select> from codegen,FALSE
ddl_upper_Fix,ResultsPage,css,#upperFix,,,FALSE,native <select> from codegen,FALSE
ddl_Boundary_Scale,ResultsPage,css,#boundaryScale,,,FALSE,native <select> from codegen,FALSE
btn_Add_Interim,ResultsPage,role,button,Add Interim,,FALSE,button from codegen,FALSE
txt_boundary_0_analysis_Spacing_Info,ResultsPage,css,"[id=""boundary.0.analysisSpacingInfo""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_1_analysis_Spacing_Info,ResultsPage,css,"[id=""boundary.1.analysisSpacingInfo""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_2_analysis_Spacing_Info,ResultsPage,css,"[id=""boundary.2.analysisSpacingInfo""]",,,FALSE,textbox from codegen,FALSE
chk_boundary_0_efficacy_Check,ResultsPage,css,"[id=""boundary.0.efficacyCheck""]",,,FALSE,checkbox from codegen,FALSE
chk_boundary_1_futility_Check,ResultsPage,css,"[id=""boundary.1.futilityCheck""]",,,FALSE,checkbox from codegen,FALSE
txt_boundary_0_cum_Alpha_Spent,ResultsPage,css,"input[name=""boundary.0.cumAlphaSpent""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_0_efficacy_PValue,ResultsPage,css,"[id=""boundary.0.efficacyPValue""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_0_cum_Beta_Spent,ResultsPage,css,"input[name=""boundary.0.cumBetaSpent""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_0_futility_PValue,ResultsPage,css,"[id=""boundary.0.futilityPValue""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_0_futility_CP,ResultsPage,css,"[id=""boundary.0.futilityCP""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_0_futility_Delta,ResultsPage,css,"[id=""boundary.0.futilityDelta""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_0_upper_PValue,ResultsPage,css,"[id=""boundary.0.upperPValue""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_0_lower_PValue,ResultsPage,css,"[id=""boundary.0.lowerPValue""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_0_upper_Alpha,ResultsPage,css,"[id=""boundary.0.upperAlpha""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_0_lower_Alpha,ResultsPage,css,"[id=""boundary.0.lowerAlpha""]",,,FALSE,textbox from codegen,FALSE
btn_Calculate,ResultsPage,role,button,Calculate,,FALSE,button from codegen,FALSE
btn_Enrollment,ResultsPage,role,button,Enrollment,,FALSE,button from codegen,FALSE
chk_Include,ResultsPage,role,checkbox,Include,,FALSE,checkbox from codegen,FALSE
txt_enrollment_Table_0_avg_Subjects_Enrolled,ResultsPage,css,"[id=""enrollmentTable.0.avgSubjectsEnrolled""]",,,FALSE,textbox from codegen,FALSE
btn_Save,ResultsPage,role,button,Save,,FALSE,button from codegen,TRUE
btn_Save_Compute,DesignPage,role,button,Save & Compute,,FALSE,button from codegen,FALSE
txt_ResultName,ResultsPage,css,#inputId,,,FALSE,textbox from codegen,FALSE
txt_credit_alert_primary,ResultsPage,css,#credit-alert-primary,,,FALSE,textbox from codegen,FALSE
lnk_ResultName,ResultsPage,role,link,{0},,TRUE,result link from codegen,TRUE
lbl_RunStatus,ResultsPage,css,div[role=gridcell][col-id=simStatus],,,FALSE,Run status cell. VERIFY col-id against your app and adjust,FALSE
btn_Simulate,DesignPage,role,button,Simulate,,FALSE,button from codegen,FALSE
txt_ResultName,Page,css,#inputId,,,FALSE,textbox from codegen,FALSE
txt_credit_alert_primary,Page,css,#credit-alert-primary,,,FALSE,textbox from codegen,FALSE
txt_left_Panel_designs,Page,css,"[id=""leftPanel.designs""]",,,FALSE,textbox from codegen,FALSE
txt_Sample_Size_n,Page,css,#sampleSize,,,FALSE,textbox from codegen,FALSE
ddl_Randomization_Method,Page,css,#randomizationMethodSelect,,,FALSE,native <select> from codegen,FALSE
ddl_randomization_Method_Select,Page,css,#randomizationMethodSelect,,,FALSE,native <select> from codegen,FALSE
txt_Allocation_Ratio_nt_nc,Page,css,#allocationRatio,,,FALSE,textbox from codegen,FALSE
txt_Critical_Point,Page,css,#criticalPoint,,,FALSE,textbox from codegen,FALSE
txt_Noninferiority_Margin_0,Page,css,#nonInferiorityMargin,,,FALSE,textbox from codegen,FALSE
txt_Super_Superiority_Margin_0,Page,css,#superSuperiorityMargin,,,FALSE,textbox from codegen,FALSE
txt_upper_Critical_Point,Page,css,#upperCriticalPoint,,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_0_analysis_Spacing_Info,Page,css,"[id=""boundarySim.0.analysisSpacingInfo""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_1_analysis_Spacing_Info,Page,css,"[id=""boundarySim.1.analysisSpacingInfo""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_2_analysis_Spacing_Info,Page,css,"[id=""boundarySim.2.analysisSpacingInfo""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_0_cum_Alpha_Spent,Page,css,"input[name=""boundarySim.0.cumAlphaSpent""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_1_efficacy_PValue,Page,css,"[id=""boundarySim.1.efficacyPValue""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_0_futility_CP,Page,css,"input[name=""boundarySim.0.futilityCP""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_0_efficacy_ZUpper,Page,css,"[id=""boundarySim.0.efficacyZUpper""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_0_efficacy_ZLower,Page,css,"[id=""boundarySim.0.efficacyZLower""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_0_futility_ZUpper,Page,css,"[id=""boundarySim.0.futilityZUpper""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_0_futility_ZLower,Page,css,"[id=""boundarySim.0.futilityZLower""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_0_cum_Alpha_Spent_Upper,Page,css,"input[name=""boundarySim.0.cumAlphaSpentUpper""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_0_cum_Alpha_Spent_Lower,Page,css,"input[name=""boundarySim.0.cumAlphaSpentLower""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_1_cum_Alpha_Spent,Page,css,"input[name=""boundarySim.1.cumAlphaSpent""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_1_efficacy_Z,Page,css,"input[name=""boundarySim.1.efficacyZ""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_0_futility_Z,Page,css,"input[name=""boundarySim.0.futilityZ""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_Sim_0_futility_PValue,Page,css,"[id=""boundarySim.0.futilityPValue""]",,,FALSE,textbox from codegen,FALSE
btn_Recalculate,Page,role,button,Recalculate,,FALSE,button from codegen,FALSE
ddl_Adaptation_Method,Page,css,#adaptationMethod,,,FALSE,native <select> from codegen,FALSE
ddl_Adapt_At,Page,css,#adaptAtSelect,,,FALSE,native <select> from codegen,FALSE
txt_adapt_At_Input,Page,css,#adaptAtInput,,,FALSE,textbox from codegen,FALSE
ddl_Interim_Analysis,Page,css,#adaptAtNumberOfInterims,,,FALSE,native <select> from codegen,FALSE
txt_Upper_Limit_on_Study_Duration,Page,css,#upperLimitStudyDuration,,,FALSE,textbox from codegen,FALSE
ddl_Enrollment_Rate_After,Page,css,#enrollRateAfterAdapt,,,FALSE,native <select> from codegen,FALSE
txt_Multiplier_for_Enrollment,Page,css,#multiplierEnrollRate,,,FALSE,textbox from codegen,FALSE
ddl_enroll_Rate_After_Adapt,Page,css,#enrollRateAfterAdapt,,,FALSE,native <select> from codegen,FALSE
txt_Fixed_Enrollment_Rate_After,Page,css,#fixedEnrollRate,,,FALSE,textbox from codegen,FALSE
txt_Reference_c_for_CP_Chart,Page,css,#refParamC,,,FALSE,textbox from codegen,FALSE
txt_Reference_t_for_CP_Chart,Page,css,#refParamT,,,FALSE,textbox from codegen,FALSE
ddl_Scale,Page,css,#scale,,,FALSE,native <select> from codegen,FALSE
txt_Min_Test_Statistic,Page,css,#minTestStatistic,,,FALSE,textbox from codegen,FALSE
txt_Max_Test_Statistic,Page,css,#maxTestStatistic,,,FALSE,textbox from codegen,FALSE
ddl_scale,Page,css,#scale,,,FALSE,native <select> from codegen,FALSE
txt_min_Cp,Page,css,#minCp,,,FALSE,textbox from codegen,FALSE
txt_max_Cp,Page,css,#maxCp,,,FALSE,textbox from codegen,FALSE
txt_min_Delta,Page,css,#minDelta,,,FALSE,textbox from codegen,FALSE
txt_max_Delta,Page,css,#maxDelta,,,FALSE,textbox from codegen,FALSE
txt_Target_CP_for_Re_Estimating,Page,css,#targetCpForReEstimatingSampleSize,,,FALSE,textbox from codegen,FALSE
ddl_CP_Computation_Based_On,Page,css,#cpComputationBasedOn,,,FALSE,native <select> from codegen,FALSE
txt_Multiplier,Page,css,#multiplier,,,FALSE,textbox from codegen,FALSE
btn_Response,Page,role,button,Response,,FALSE,button from codegen,FALSE
ddl_Distribution,Page,css,#distributionSelect,,,FALSE,native <select> from codegen,FALSE
ddl_distribution_Select,Page,css,#distributionSelect,,,FALSE,native <select> from codegen,FALSE
txt_Proportion_Under_Control_c,Page,css,#propUnderControl,,,FALSE,textbox from codegen,FALSE
txt_Difference_in_Proportions,Page,css,#diffInProps,,,FALSE,textbox from codegen,FALSE
txt_Follow_up_Time_Month,Page,css,#followUpTime,,,FALSE,textbox from codegen,FALSE
ddl_Dropout_Distribution,Page,css,#dropoutDistributionSelect,,,FALSE,native <select> from codegen,FALSE
ddl_dropout_Distribution_Select,Page,css,#dropoutDistributionSelect,,,FALSE,native <select> from codegen,FALSE
txt_Probability_of_Dropout,Page,css,#probabilityOfDropout,,,FALSE,textbox from codegen,FALSE
btn_Enrollment,Page,role,button,Enrollment,,FALSE,button from codegen,FALSE
btn_Add_Period,Page,role,button,Add Period,,FALSE,button from codegen,FALSE
txt_enrollment_Table_0_avg_Subjects_Enrolled,Page,css,"[id=""enrollmentTable.0.avgSubjectsEnrolled""]",,,FALSE,textbox from codegen,FALSE
txt_enrollment_Table_1_starting_At_Time,Page,css,"[id=""enrollmentTable.1.startingAtTime""]",,,FALSE,textbox from codegen,FALSE
txt_enrollment_Table_2_starting_At_Time,Page,css,"[id=""enrollmentTable.2.startingAtTime""]",,,FALSE,textbox from codegen,FALSE
txt_enrollment_Table_1_avg_Subjects_Enrolled,Page,css,"[id=""enrollmentTable.1.avgSubjectsEnrolled""]",,,FALSE,textbox from codegen,FALSE
txt_enrollment_Table_2_avg_Subjects_Enrolled,Page,css,"[id=""enrollmentTable.2.avgSubjectsEnrolled""]",,,FALSE,textbox from codegen,FALSE
btn_Simulation_Setup,Page,role,button,Simulation Setup,,FALSE,button from codegen,FALSE
txt_Number_of_Simulations_Run,Page,css,"input[name=""numOfSimRun""]",,,FALSE,textbox from codegen,FALSE
ddl_Random_Number_Seed,Page,css,#randomNumberSeed,,,FALSE,native <select> from codegen,FALSE
txt_Fixed_Seed,Page,css,#fixedSeed,,,FALSE,textbox from codegen,FALSE
chk_save_Summary_Stats,Page,testid,saveSummaryStats,,,FALSE,checkbox from codegen,FALSE
chk_save_Subject_Level_Data,Page,testid,saveSubjectLevelData,,,FALSE,checkbox from codegen,FALSE
txt_sub_Level_Data_Sim_Runs,Page,css,#subLevelDataSimRuns,,,FALSE,textbox from codegen,FALSE
btn_Save,Page,role,button,Save,,FALSE,button from codegen,TRUE
btn_Save_Simulate,DesignPage,role,button,Save & Simulate,,FALSE,button from codegen,FALSE
opt_3,ProjectPage,role,option,3,,FALSE,option from codegen,FALSE
txt_proportion_Under_Control_SS,ResultsPage,css,#proportionUnderControl_SS,,,FALSE,textbox from codegen,FALSE
txt_difference_In_Proportions_SS,ResultsPage,css,#differenceInProportions_SS,,,FALSE,textbox from codegen,FALSE
txt_proportion_Under_Control_NI,ResultsPage,css,#proportionUnderControl_NI,,,FALSE,textbox from codegen,FALSE
txt_difference_In_Proportions_NI,ResultsPage,css,#differenceInProportions_NI,,,FALSE,textbox from codegen,FALSE
txt_fut_Param_Rho,ResultsPage,css,#futParamRho,,,FALSE,textbox from codegen,FALSE
txt_boundary_analysisSpacingInfo,ResultsPage,css,"[id=""boundary.{0}.analysisSpacingInfo""]",,,TRUE,PARAMETRIC boundary analysisSpacingInfo; {0}=period index (loopPeriods),FALSE
chk_boundary_efficacyCheck,ResultsPage,css,"[id=""boundary.{0}.efficacyCheck""]",,,TRUE,PARAMETRIC boundary efficacyCheck; {0}=period index (loopPeriods),FALSE
chk_boundary_futilityCheck,ResultsPage,css,"[id=""boundary.{0}.futilityCheck""]",,,TRUE,PARAMETRIC boundary futilityCheck; {0}=period index (loopPeriods),FALSE
txt_enrollmentTable_avgSubjectsEnrolled,ResultsPage,css,"[id=""enrollmentTable.{0}.avgSubjectsEnrolled""]",,,TRUE,PARAMETRIC enrollmentTable avgSubjectsEnrolled; {0}=period index (loopPeriods),FALSE
txt_Use_Wald_Stat_if_CP,Page,css,#useWaldStat,,,FALSE,textbox from codegen,FALSE
txt_enrollmentTable_startingAtTime,Page,css,"[id=""enrollmentTable.{0}.startingAtTime""]",,,TRUE,PARAMETRIC enrollmentTable startingAtTime; {0}=period index (loopPeriods),FALSE
txt_enrollmentTable_avgSubjectsEnrolled,Page,css,"[id=""enrollmentTable.{0}.avgSubjectsEnrolled""]",,,TRUE,PARAMETRIC enrollmentTable avgSubjectsEnrolled; {0}=period index (loopPeriods),FALSE
txt_boundary_1_cum_Alpha_Spent,ResultsPage,css,"input[name=""boundary.1.cumAlphaSpent""]",,,FALSE,textbox (period 1) - table-completeness fill,FALSE
txt_boundary_1_efficacy_PValue,ResultsPage,css,"[id=""boundary.1.efficacyPValue""]",,,FALSE,textbox (period 1) - table-completeness fill,FALSE
txt_boundary_2_efficacy_PValue,ResultsPage,css,"[id=""boundary.2.efficacyPValue""]",,,FALSE,textbox (period 2) - table-completeness fill,FALSE
txt_boundary_3_efficacy_PValue,ResultsPage,css,"[id=""boundary.3.efficacyPValue""]",,,FALSE,textbox (period 3) - table-completeness fill,FALSE
txt_boundary_4_efficacy_PValue,ResultsPage,css,"[id=""boundary.4.efficacyPValue""]",,,FALSE,textbox (period 4) - table-completeness fill,FALSE
txt_boundary_5_efficacy_PValue,ResultsPage,css,"[id=""boundary.5.efficacyPValue""]",,,FALSE,textbox (period 5) - table-completeness fill,FALSE
txt_boundary_6_efficacy_PValue,ResultsPage,css,"[id=""boundary.6.efficacyPValue""]",,,FALSE,textbox (period 6) - table-completeness fill,FALSE
txt_boundary_7_efficacy_PValue,ResultsPage,css,"[id=""boundary.7.efficacyPValue""]",,,FALSE,textbox (period 7) - table-completeness fill,FALSE
txt_boundary_1_futility_Delta,ResultsPage,css,"[id=""boundary.1.futilityDelta""]",,,FALSE,textbox (period 1) - table-completeness fill,FALSE
txt_boundary_2_futility_CP,ResultsPage,css,"[id=""boundary.2.futilityCP""]",,,FALSE,textbox (period 2) - table-completeness fill,FALSE
txt_boundary_1_upper_Alpha,ResultsPage,css,"[id=""boundary.1.upperAlpha""]",,,FALSE,textbox (period 1) - table-completeness fill,FALSE
