TableName,RowLabel,ColumnName,Value,RunID,ProjectID
Plan #2,Priority,Value,Primary,20260722T175849_7c6c38,
Sample Size Information,Completers (s),Parameter,Completers (s),20260722T175849_7c6c38,
Sample Size Information,Completers (s),Value,175,20260722T175849_7c6c38,
Sample Size Information,Control (d_c),Parameter,Control (d_c),20260722T175849_7c6c38,
Sample Size Information,Control (d_c),Value,11,20260722T175849_7c6c38,
Sample Size Information,Control (n_c),Parameter,Control (n_c),20260722T175849_7c6c38,
Sample Size Information,Control (n_c),Value,86,20260722T175849_7c6c38,
Sample Size Information,Control (s_c),Parameter,Control (s_c),20260722T175849_7c6c38,
Sample Size Information,Control (s_c),Value,75,20260722T175849_7c6c38,
Sample Size Information,Dropouts (d),Parameter,Dropouts (d),20260722T175849_7c6c38,
Sample Size Information,Dropouts (d),Value,25,20260722T175849_7c6c38,
Sample Size Information,Sample Size (n),Parameter,Sample Size (n),20260722T175849_7c6c38,
Sample Size Information,Sample Size (n),Value,200,20260722T175849_7c6c38,
Sample Size Information,Treatment (d_t),Parameter,Treatment (d_t),20260722T175849_7c6c38,
Sample Size Information,Treatment (d_t),Value,14,20260722T175849_7c6c38,
Sample Size Information,Treatment (n_t),Parameter,Treatment (n_t),20260722T175849_7c6c38,
Sample Size Information,Treatment (n_t),Value,114,20260722T175849_7c6c38,
Sample Size Information,Treatment (s_t),Parameter,Treatment (s_t),20260722T175849_7c6c38,
Sample Size Information,Treatment (s_t),Value,100,20260722T175849_7c6c38,
