TableName,RowLabel,ColumnName,Value,RunID,ProjectID
Simulation Summary #2,Coefficient of Variation of Data Treatment,Value,0.722,20260724T094823_a2f55d,
Simulation Summary #2,Follow-up Time (Year),Parameter,Follow-up Time (Year),20260724T094823_a2f55d,
Simulation Summary #2,Follow-up Time (Year),Value,0.68,20260724T094823_a2f55d,
Simulation Summary #2,Mean Control (μc),Parameter,Mean Control (μc),20260724T094823_a2f55d,
Simulation Summary #2,Mean Control (μc),Value,1.35,20260724T094823_a2f55d,
Simulation Summary #2,Mean Treatment (μt),Parameter,Mean Treatment (μt),20260724T094823_a2f55d,
Simulation Summary #2,Mean Treatment (μt),Value,1.455,20260724T094823_a2f55d,
Simulation Summary #2,Probability of Dropout,Parameter,Probability of Dropout,20260724T094823_a2f55d,
Simulation Summary #2,Probability of Dropout,Value,0.088,20260724T094823_a2f55d,
Simulation Summary #3,Average Dropouts,Parameter,Average Dropouts,20260724T094823_a2f55d,
Simulation Summary #3,Average Dropouts,Value,19.45,20260724T094823_a2f55d,
Simulation Summary #3,Average Sample Size,Parameter,Average Sample Size,20260724T094823_a2f55d,
Simulation Summary #3,Average Sample Size,Value,221.99,20260724T094823_a2f55d,
Simulation Summary #3,Average Study Duration (Year),Parameter,Average Study Duration (Year),20260724T094823_a2f55d,
Simulation Summary #3,Average Study Duration (Year),Value,15.283,20260724T094823_a2f55d,
Simulation Summary #3,Number of Simulations Run,Parameter,Number of Simulations Run,20260724T094823_a2f55d,
Simulation Summary #3,Number of Simulations Run,Value,100,20260724T094823_a2f55d,
Simulation Summary #3,Random Number Seed,Parameter,Random Number Seed,20260724T094823_a2f55d,
Simulation Summary #3,Random Number Seed,Value,Fixed,20260724T094823_a2f55d,
Simulation Summary #3,Starting Seed,Parameter,Starting Seed,20260724T094823_a2f55d,
Simulation Summary #3,Starting Seed,Value,100,20260724T094823_a2f55d,
Simulation Summary #3,Total Number of Simulations,Parameter,Total Number of Simulations,20260724T094823_a2f55d,
Simulation Summary #3,Total Number of Simulations,Value,100,20260724T094823_a2f55d,
