TableName,RowLabel,ColumnName,Value,RunID,ProjectID
Plan #1,Treatment Arm,Value,EXP,20260724T093133_e592b9,
Plan #2,Endpoint Name,Parameter,Endpoint Name,20260724T093133_e592b9,
Plan #2,Endpoint Name,Value,EP1,20260724T093133_e592b9,
Plan #2,Endpoint Type,Parameter,Endpoint Type,20260724T093133_e592b9,
Plan #2,Endpoint Type,Value,Continuous,20260724T093133_e592b9,
Plan #2,Priority,Parameter,Priority,20260724T093133_e592b9,
Plan #2,Priority,Value,Primary,20260724T093133_e592b9,
Simulation Boundaries,Lower Critical Point,Parameter,Lower Critical Point,20260724T093133_e592b9,
Simulation Boundaries,Lower Critical Point,Value,-3.652,20260724T093133_e592b9,
Simulation Boundaries,Upper Critical Point,Parameter,Upper Critical Point,20260724T093133_e592b9,
Simulation Boundaries,Upper Critical Point,Value,3.652,20260724T093133_e592b9,
Simulation Summary #1,Allocation Ratio (nt/nc),Parameter,Allocation Ratio (nt/nc),20260724T093133_e592b9,
Simulation Summary #1,Allocation Ratio (nt/nc),Value,1.35,20260724T093133_e592b9,
Simulation Summary #1,Hypothesis,Parameter,Hypothesis,20260724T093133_e592b9,
Simulation Summary #1,Hypothesis,Value,Superiority,20260724T093133_e592b9,
Simulation Summary #1,Randomization Method,Parameter,Randomization Method,20260724T093133_e592b9,
Simulation Summary #1,Randomization Method,Value,Complete Randomization Design,20260724T093133_e592b9,
Simulation Summary #1,Sample Size (n),Parameter,Sample Size (n),20260724T093133_e592b9,
Simulation Summary #1,Sample Size (n),Value,155,20260724T093133_e592b9,
Simulation Summary #1,Test Name,Parameter,Test Name,20260724T093133_e592b9,
Simulation Summary #1,Test Name,Value,Ratio of Means (Parallel Design),20260724T093133_e592b9,
Simulation Summary #1,Test Statistic,Parameter,Test Statistic,20260724T093133_e592b9,
Simulation Summary #1,Test Statistic,Value,t,20260724T093133_e592b9,
Simulation Summary #1,Test Type,Parameter,Test Type,20260724T093133_e592b9,
Simulation Summary #1,Test Type,Value,2-Sided,20260724T093133_e592b9,
Simulation Summary #2,Coefficient of Variation of Data Control,Parameter,Coefficient of Variation of Data Control,20260724T093133_e592b9,
Simulation Summary #2,Coefficient of Variation of Data Control,Value,0.65,20260724T093133_e592b9,
Simulation Summary #2,Coefficient of Variation of Data Treatment,Parameter,Coefficient of Variation of Data Treatment,20260724T093133_e592b9,
Simulation Summary #2,Coefficient of Variation of Data Treatment,Value,0.688,20260724T093133_e592b9,
Simulation Summary #2,Follow-up Time (Week),Parameter,Follow-up Time (Week),20260724T093133_e592b9,
Simulation Summary #2,Follow-up Time (Week),Value,4,20260724T093133_e592b9,
Simulation Summary #2,Mean Control (μc),Parameter,Mean Control (μc),20260724T093133_e592b9,
Simulation Summary #2,Mean Control (μc),Value,3.22,20260724T093133_e592b9,
Simulation Summary #2,Mean Treatment (μt),Parameter,Mean Treatment (μt),20260724T093133_e592b9,
Simulation Summary #2,Mean Treatment (μt),Value,1.85,20260724T093133_e592b9,
Simulation Summary #2,Probability of Dropout,Parameter,Probability of Dropout,20260724T093133_e592b9,
Simulation Summary #2,Probability of Dropout,Value,0.088,20260724T093133_e592b9,
Simulation Summary #3,Average Dropouts,Parameter,Average Dropouts,20260724T093133_e592b9,
Simulation Summary #3,Average Dropouts,Value,13.71,20260724T093133_e592b9,
Simulation Summary #3,Average Sample Size,Parameter,Average Sample Size,20260724T093133_e592b9,
Simulation Summary #3,Average Sample Size,Value,155,20260724T093133_e592b9,
Simulation Summary #3,Average Study Duration (Week),Parameter,Average Study Duration (Week),20260724T093133_e592b9,
Simulation Summary #3,Average Study Duration (Week),Value,18.054,20260724T093133_e592b9,
Simulation Summary #3,Number of Simulations Run,Parameter,Number of Simulations Run,20260724T093133_e592b9,
Simulation Summary #3,Number of Simulations Run,Value,100,20260724T093133_e592b9,
Simulation Summary #3,Random Number Seed,Parameter,Random Number Seed,20260724T093133_e592b9,
Simulation Summary #3,Random Number Seed,Value,Fixed,20260724T093133_e592b9,
Simulation Summary #3,Starting Seed,Parameter,Starting Seed,20260724T093133_e592b9,
Simulation Summary #3,Starting Seed,Value,100,20260724T093133_e592b9,
Simulation Summary #3,Total Number of Simulations,Parameter,Total Number of Simulations,20260724T093133_e592b9,
Simulation Summary #3,Total Number of Simulations,Value,100,20260724T093133_e592b9,
