TableName,RowLabel,ColumnName,Value,RunID,ProjectID
Simulation Summary #1,Hypothesis,Value,Superiority,20260724T094823_a2f55d,
Simulation Summary #1,Randomization Method,Parameter,Randomization Method,20260724T094823_a2f55d,
Simulation Summary #1,Randomization Method,Value,Complete Randomization Design,20260724T094823_a2f55d,
Simulation Summary #1,Sample Size (n),Parameter,Sample Size (n),20260724T094823_a2f55d,
Simulation Summary #1,Sample Size (n),Value,235,20260724T094823_a2f55d,
Simulation Summary #1,Test Name,Parameter,Test Name,20260724T094823_a2f55d,
Simulation Summary #1,Test Name,Value,Ratio of Means (Parallel Design),20260724T094823_a2f55d,
Simulation Summary #1,Test Statistic,Parameter,Test Statistic,20260724T094823_a2f55d,
Simulation Summary #1,Test Statistic,Value,t,20260724T094823_a2f55d,
Simulation Summary #1,Test Type,Parameter,Test Type,20260724T094823_a2f55d,
Simulation Summary #1,Test Type,Value,2-Sided,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Control,Parameter,Coefficient of Variation of Data Control,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Control,Value,0.688,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Treatment,Parameter,Coefficient of Variation of Data Treatment,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Treatment,Value,0.599,20260724T094823_a2f55d,
Simulation Summary #2,Follow-up Time (Week),Parameter,Follow-up Time (Week),20260724T094823_a2f55d,
Simulation Summary #2,Follow-up Time (Week),Value,4.65,20260724T094823_a2f55d,
Simulation Summary #2,Mean Control (μc),Parameter,Mean Control (μc),20260724T094823_a2f55d,
Simulation Summary #2,Mean Control (μc),Value,2.2,20260724T094823_a2f55d,
Simulation Summary #2,Mean Treatment (μt),Parameter,Mean Treatment (μt),20260724T094823_a2f55d,
Simulation Summary #2,Mean Treatment (μt),Value,0.779,20260724T094823_a2f55d,
Simulation Summary #2,Probability of Dropout,Parameter,Probability of Dropout,20260724T094823_a2f55d,
Simulation Summary #2,Probability of Dropout,Value,0.222,20260724T094823_a2f55d,
Simulation Summary #3,Average Dropouts,Parameter,Average Dropouts,20260724T094823_a2f55d,
Simulation Summary #3,Average Dropouts,Value,51.71,20260724T094823_a2f55d,
Simulation Summary #3,Average Sample Size,Parameter,Average Sample Size,20260724T094823_a2f55d,
Simulation Summary #3,Average Sample Size,Value,235,20260724T094823_a2f55d,
Simulation Summary #3,Average Study Duration (Week),Parameter,Average Study Duration (Week),20260724T094823_a2f55d,
Simulation Summary #3,Average Study Duration (Week),Value,23.647,20260724T094823_a2f55d,
Simulation Summary #3,Number of Simulations Run,Parameter,Number of Simulations Run,20260724T094823_a2f55d,
Simulation Summary #3,Number of Simulations Run,Value,100,20260724T094823_a2f55d,
Simulation Summary #3,Random Number Seed,Parameter,Random Number Seed,20260724T094823_a2f55d,
Simulation Summary #3,Random Number Seed,Value,Fixed,20260724T094823_a2f55d,
Simulation Summary #3,Starting Seed,Parameter,Starting Seed,20260724T094823_a2f55d,
Simulation Summary #3,Starting Seed,Value,100,20260724T094823_a2f55d,
Simulation Summary #3,Total Number of Simulations,Parameter,Total Number of Simulations,20260724T094823_a2f55d,
Simulation Summary #3,Total Number of Simulations,Value,100,20260724T094823_a2f55d,
