TableName,RowLabel,ColumnName,Value,RunID,ProjectID
Simulation Summary #1,Coefficient of Variation of Data,Parameter,Coefficient of Variation of Data,20260724T094823_a2f55d,
Simulation Summary #1,Coefficient of Variation of Data,Value,0.66,20260724T094823_a2f55d,
Simulation Summary #1,Hypothesis,Parameter,Hypothesis,20260724T094823_a2f55d,
Simulation Summary #1,Hypothesis,Value,Noninferiority,20260724T094823_a2f55d,
Simulation Summary #1,Noninferiority Margin,Parameter,Noninferiority Margin,20260724T094823_a2f55d,
Simulation Summary #1,Noninferiority Margin,Value,0.422,20260724T094823_a2f55d,
Simulation Summary #1,Randomization Method,Parameter,Randomization Method,20260724T094823_a2f55d,
Simulation Summary #1,Randomization Method,Value,Complete Randomization Design,20260724T094823_a2f55d,
Simulation Summary #1,Sample Size (n),Parameter,Sample Size (n),20260724T094823_a2f55d,
Simulation Summary #1,Sample Size (n),Value,56,20260724T094823_a2f55d,
Simulation Summary #1,Test Name,Parameter,Test Name,20260724T094823_a2f55d,
Simulation Summary #1,Test Name,Value,Ratio of Means (Parallel Design),20260724T094823_a2f55d,
Simulation Summary #1,Test Statistic,Parameter,Test Statistic,20260724T094823_a2f55d,
Simulation Summary #1,Test Statistic,Value,Z,20260724T094823_a2f55d,
Simulation Summary #1,Test Type,Parameter,Test Type,20260724T094823_a2f55d,
Simulation Summary #1,Test Type,Value,1-Sided,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Control,Parameter,Coefficient of Variation of Data Control,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Control,Value,0.72,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Treatment,Parameter,Coefficient of Variation of Data Treatment,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Treatment,Value,0.58,20260724T094823_a2f55d,
Simulation Summary #2,Follow-up Time (Month),Parameter,Follow-up Time (Month),20260724T094823_a2f55d,
Simulation Summary #2,Follow-up Time (Month),Value,3.56,20260724T094823_a2f55d,
Simulation Summary #2,Mean Control (μc),Parameter,Mean Control (μc),20260724T094823_a2f55d,
Simulation Summary #2,Mean Control (μc),Value,2.89,20260724T094823_a2f55d,
Simulation Summary #2,Mean Treatment (μt),Parameter,Mean Treatment (μt),20260724T094823_a2f55d,
Simulation Summary #2,Mean Treatment (μt),Value,2.456,20260724T094823_a2f55d,
Simulation Summary #2,Probability of Dropout,Parameter,Probability of Dropout,20260724T094823_a2f55d,
Simulation Summary #2,Probability of Dropout,Value,0.123,20260724T094823_a2f55d,
Simulation Summary #3,Average Dropouts,Parameter,Average Dropouts,20260724T094823_a2f55d,
Simulation Summary #3,Average Dropouts,Value,6.34,20260724T094823_a2f55d,
Simulation Summary #3,Average Sample Size,Parameter,Average Sample Size,20260724T094823_a2f55d,
Simulation Summary #3,Average Sample Size,Value,56,20260724T094823_a2f55d,
Simulation Summary #3,Average Study Duration (Month),Parameter,Average Study Duration (Month),20260724T094823_a2f55d,
Simulation Summary #3,Average Study Duration (Month),Value,7.849,20260724T094823_a2f55d,
Simulation Summary #3,Number of Simulations Run,Parameter,Number of Simulations Run,20260724T094823_a2f55d,
Simulation Summary #3,Number of Simulations Run,Value,100,20260724T094823_a2f55d,
Simulation Summary #3,Random Number Seed,Parameter,Random Number Seed,20260724T094823_a2f55d,
Simulation Summary #3,Random Number Seed,Value,Fixed,20260724T094823_a2f55d,
Simulation Summary #3,Starting Seed,Parameter,Starting Seed,20260724T094823_a2f55d,
Simulation Summary #3,Starting Seed,Value,100,20260724T094823_a2f55d,
Simulation Summary #3,Total Number of Simulations,Parameter,Total Number of Simulations,20260724T094823_a2f55d,
Simulation Summary #3,Total Number of Simulations,Value,100,20260724T094823_a2f55d,
