TableName,RowLabel,ColumnName,Value,RunID,ProjectID
Plan #2,Priority,Parameter,Priority,20260722T175849_7c6c38,
Plan #2,Priority,Value,Primary,20260722T175849_7c6c38,
Sample Size Information,Completers (s),Parameter,Completers (s),20260722T175849_7c6c38,
Sample Size Information,Completers (s),Value,19,20260722T175849_7c6c38,
Sample Size Information,Control (d_c),Parameter,Control (d_c),20260722T175849_7c6c38,
Sample Size Information,Control (d_c),Value,1,20260722T175849_7c6c38,
Sample Size Information,Control (n_c),Parameter,Control (n_c),20260722T175849_7c6c38,
Sample Size Information,Control (n_c),Value,9,20260722T175849_7c6c38,
Sample Size Information,Control (s_c),Parameter,Control (s_c),20260722T175849_7c6c38,
Sample Size Information,Control (s_c),Value,8,20260722T175849_7c6c38,
Sample Size Information,Dropouts (d),Parameter,Dropouts (d),20260722T175849_7c6c38,
Sample Size Information,Dropouts (d),Value,2,20260722T175849_7c6c38,
Sample Size Information,Sample Size (n),Parameter,Sample Size (n),20260722T175849_7c6c38,
Sample Size Information,Sample Size (n),Value,21,20260722T175849_7c6c38,
Sample Size Information,Treatment (d_t),Parameter,Treatment (d_t),20260722T175849_7c6c38,
Sample Size Information,Treatment (d_t),Value,1,20260722T175849_7c6c38,
Sample Size Information,Treatment (n_t),Parameter,Treatment (n_t),20260722T175849_7c6c38,
Sample Size Information,Treatment (n_t),Value,12,20260722T175849_7c6c38,
Sample Size Information,Treatment (s_t),Parameter,Treatment (s_t),20260722T175849_7c6c38,
Sample Size Information,Treatment (s_t),Value,11,20260722T175849_7c6c38,
Summary,Narrative,Text,"The study will require a total of 21 subjects to establish Noninferiority of the treatment group to the control group with desired power of 86.518%. This test is based on a 1-Sided ratio of means Z test for independent continuous response data with significance level 0.0568. The treatment group mean is 2.0992 and the control group mean is 2.56. This test assumes a Noninferiority margin of 0.388 and the coefficient of variation equal to 0.66. The allocation ratio is 1.321, and therefore of the 21 subjects, 9 are allocated to the control arm and 12 subjects are allocated to the treatment arm.",20260722T175849_7c6c38,
