TableName,RowLabel,ColumnName,Value,RunID,ProjectID
Design Summary #2,Under H0,Parameter,Under H0,20260722T175849_7c6c38,
Design Summary #2,Under H0,Value,1,20260722T175849_7c6c38,
Design Summary #2,Under H1,Parameter,Under H1,20260722T175849_7c6c38,
Design Summary #2,Under H1,Value,0.888,20260722T175849_7c6c38,
Design Summary #2,ρ = μt / μc,Parameter,ρ = μt / μc,20260722T175849_7c6c38,
Design Summary #2,ρ = μt / μc,Value,,20260722T175849_7c6c38,
Design Summary #3,Enrollment Rate (per Week),Parameter,Enrollment Rate (per Week),20260722T175849_7c6c38,
Design Summary #3,Enrollment Rate (per Week),Value,9,20260722T175849_7c6c38,
Plan #1,Control Arm,Parameter,Control Arm,20260722T175849_7c6c38,
Plan #1,Control Arm,Value,Crt Arm,20260722T175849_7c6c38,
Plan #1,Phase,Parameter,Phase,20260722T175849_7c6c38,
Plan #1,Phase,Value,3,20260722T175849_7c6c38,
Plan #1,Study Objective,Parameter,Study Objective,20260722T175849_7c6c38,
Plan #1,Study Objective,Value,Two Arm Confirmatory,20260722T175849_7c6c38,
Plan #1,Target Population,Parameter,Target Population,20260722T175849_7c6c38,
Plan #1,Target Population,Value,Adult,20260722T175849_7c6c38,
Plan #1,Treatment Arm,Parameter,Treatment Arm,20260722T175849_7c6c38,
Plan #1,Treatment Arm,Value,EXP,20260722T175849_7c6c38,
Plan #2,Endpoint Name,Parameter,Endpoint Name,20260722T175849_7c6c38,
Plan #2,Endpoint Name,Value,EP1,20260722T175849_7c6c38,
Plan #2,Endpoint Type,Parameter,Endpoint Type,20260722T175849_7c6c38,
Plan #2,Endpoint Type,Value,Continuous,20260722T175849_7c6c38,
Plan #2,Priority,Parameter,Priority,20260722T175849_7c6c38,
Plan #2,Priority,Value,Primary,20260722T175849_7c6c38,
Sample Size Information,Completers (s),Parameter,Completers (s),20260722T175849_7c6c38,
Sample Size Information,Completers (s),Value,194,20260722T175849_7c6c38,
Sample Size Information,Control (d_c),Parameter,Control (d_c),20260722T175849_7c6c38,
Sample Size Information,Control (d_c),Value,11,20260722T175849_7c6c38,
Sample Size Information,Control (n_c),Parameter,Control (n_c),20260722T175849_7c6c38,
Sample Size Information,Control (n_c),Value,87,20260722T175849_7c6c38,
Sample Size Information,Control (s_c),Parameter,Control (s_c),20260722T175849_7c6c38,
Sample Size Information,Control (s_c),Value,76,20260722T175849_7c6c38,
Sample Size Information,Dropouts (d),Parameter,Dropouts (d),20260722T175849_7c6c38,
Sample Size Information,Dropouts (d),Value,28,20260722T175849_7c6c38,
Sample Size Information,Sample Size (n),Parameter,Sample Size (n),20260722T175849_7c6c38,
Sample Size Information,Sample Size (n),Value,222,20260722T175849_7c6c38,
Sample Size Information,Treatment (d_t),Parameter,Treatment (d_t),20260722T175849_7c6c38,
Sample Size Information,Treatment (d_t),Value,17,20260722T175849_7c6c38,
Sample Size Information,Treatment (n_t),Parameter,Treatment (n_t),20260722T175849_7c6c38,
Sample Size Information,Treatment (n_t),Value,135,20260722T175849_7c6c38,
Sample Size Information,Treatment (s_t),Parameter,Treatment (s_t),20260722T175849_7c6c38,
Sample Size Information,Treatment (s_t),Value,118,20260722T175849_7c6c38,
Summary,Narrative,Text,The study will have 31.009% power to establish Superiority of the treatment group over the control group given a total sample size of 222. This test is based on a 2-Sided ratio of means t test for independent continuous response data with significance level 0.0645 and allocation ratio 1.55. The ratio of means between treatment and control groups under the alternative hypothesis is 0.888. This test assumes the coefficient of variation equal to 0.652.,20260722T175849_7c6c38,
