Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description
22,220,ExtractResults,ResultsPage,select,ddl_Hypothesis,${data.design.Hypothesis},,,,,10000,FALSE,0,always,,Select Hypothesis. Native <select> - select matches by visible label first
23,230,ExtractResults,ResultsPage,check,opt_Computed_Parameter,${data.design.Computed Parameter},,,,visible,10000,FALSE,0,never,,select Computed Parameter
24,240,ExtractResults,ResultsPage,fill,txt_sample_Size,${data.design.Sample Size (n)},,,,,10000,FALSE,0,never,,fill Sample Size (n)
25,245,ExtractResults,ResultsPage,fill,txt_Power,${data.design.Power},,,,,10000,FALSE,0,never,,fill Power (input when Sample Size is computed; skipped as N/A/Computed otherwise)
26,247,ExtractResults,ResultsPage,select,ddl_Test_Type,${data.design.Test Type},,,,,10000,FALSE,0,always,,Select Test Type (native <select>)
27,250,ExtractResults,ResultsPage,fill,txt_type1Error,${data.design.Type 1 Error},,,,,10000,FALSE,0,never,,fill Type 1 Error (recording mislabeled this #type1Error field as Test Type)
28,260,ExtractResults,ResultsPage,select,ddl_Input_Method,${data.design.Input Method},,,,,10000,FALSE,0,always,,Select Input Method. Native <select> - select matches by visible label first
29,270,ExtractResults,ResultsPage,fill,txt_non_Inf_margin,${data.design.Noninferiority Margin},,,,,10000,FALSE,0,never,,fill Noninferiority Margin
30,280,ExtractResults,ResultsPage,fill,txt_ratio_Of_Means_NI,${data.design.ratioOfMeans_NI},,,,,10000,FALSE,0,never,,fill Ratio of Means (Non-Inferiority; N/A on Superiority)
31,285,ExtractResults,ResultsPage,fill,txt_ratio_Of_Means_SP,${data.design.ratioOfMeans_SP},,,,,10000,FALSE,0,never,,fill Ratio of Means (Superiority; N/A on Non-Inferiority)
32,286,ExtractResults,ResultsPage,fill,txt_mean_Control,${data.design.Mean Control},,,,,10000,FALSE,0,never,,fill Mean Control (Individual Means; N/A otherwise)
33,288,ExtractResults,ResultsPage,fill,txt_mean_Treatment,${data.design.Mean Treatment},,,,,10000,FALSE,0,never,,fill Mean Treatment (Individual Means; N/A otherwise)
34,290,ExtractResults,ResultsPage,select,ddl_Test_Statistic,${data.design.Test Statistic},,,,,10000,FALSE,0,always,,Select Test Statistic. Native <select> - select matches by visible label first
35,300,ExtractResults,ResultsPage,fill,txt_standard_Deviation,${data.design.Standard Deviation of Log Ratio},,,,,10000,FALSE,0,never,,fill Standard Deviation of Log Ratio
36,310,ExtractResults,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save
37,320,ExtractResults,ResultsPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute
38,330,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name
39,340,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit alert primary
40,350,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result
41,360,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes)
42,370,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables
43,380,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL
