Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description
12,130,ConfigureDesign,ProjectsPage,select,ddl_Unit,${data.project.Unit},,,,,15000,FALSE,0,always,,Select Unit. select opens the menu and commits the option itself - works for native and custom dropdowns
13,150,ConfigureDesign,ProjectsPage,fill,txt_Endpoint_Name,${data.project.Endpoint Name},,,,,10000,FALSE,0,never,,fill Endpoint Name
14,160,ExtractResults,ProjectsPage,assertValue,obj_Endpoint_Type,,,,${data.project.Endpoint Type},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
15,170,ExtractResults,ProjectsPage,assertValue,obj_Outcome,,,,${data.project.Outcome},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
16,171,ConfigureDesign,ProjectsPage,fill,txt_Dose_Name-0,${data.project.doseName-0},,,,,10000,FALSE,0,never,,fill Dose Level
17,175,ConfigureDesign,ProjectsPage,fill,txt_Dose_Level_mg,${data.project.doseLevel-0},,,,,10000,FALSE,0,never,,fill Dose Level
18,181,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_1,${data.project.doseName-1},,,,,10000,FALSE,0,never,,fill doseName 1
19,190,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_1,${data.project.doseLevel-1},,,,,10000,FALSE,0,never,,fill doseLevel 1
20,200,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_2,${data.project.doseName-2},,,,,10000,FALSE,0,never,,fill doseName 2
21,210,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_2,${data.project.doseLevel-2},,,,,10000,FALSE,0,never,,fill doseLevel 2
22,220,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-3}==N/A,Add a dose row for dose 4 - only when this iteration has a 4th dose
23,230,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_3,${data.project.doseName-3},,,,,10000,FALSE,0,never,,fill doseName 3
24,240,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_3,${data.project.doseLevel-3},,,,,10000,FALSE,0,never,,fill doseLevel 3
25,250,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-4}==N/A,Add a dose row for dose 5 - only when this iteration has a 5th dose
26,260,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_4,${data.project.doseName-4},,,,,10000,FALSE,0,never,,fill doseName 4
27,270,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_4,${data.project.doseLevel-4},,,,,10000,FALSE,0,never,,fill doseLevel 4
28,280,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-5}==N/A,Add a dose row for dose 6 - only when this iteration has a 6th dose
29,290,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_5,${data.project.doseName-5},,,,,10000,FALSE,0,never,,fill doseName 5
30,300,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_5,${data.project.doseLevel-5},,,,,10000,FALSE,0,never,,fill doseLevel 5
31,301,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-6}==N/A,Add a dose row for dose 7 - only when this iteration has that dose
32,302,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_6,${data.project.doseName-6},,,,,10000,FALSE,0,never,,fill doseName 6
33,303,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_6,${data.project.doseLevel-6},,,,,10000,FALSE,0,never,,fill doseLevel 6
34,304,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-7}==N/A,Add a dose row for dose 8 - only when this iteration has that dose
35,305,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_7,${data.project.doseName-7},,,,,10000,FALSE,0,never,,fill doseName 7
36,306,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_7,${data.project.doseLevel-7},,,,,10000,FALSE,0,never,,fill doseLevel 7
37,307,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-8}==N/A,Add a dose row for dose 9 - only when this iteration has that dose
38,308,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_8,${data.project.doseName-8},,,,,10000,FALSE,0,never,,fill doseName 8
39,309,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_8,${data.project.doseLevel-8},,,,,10000,FALSE,0,never,,fill doseLevel 8
40,310,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-9}==N/A,Add a dose row for dose 10 - only when this iteration has that dose
41,311,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_9,${data.project.doseName-9},,,,,10000,FALSE,0,never,,fill doseName 9
42,312,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_9,${data.project.doseLevel-9},,,,,10000,FALSE,0,never,,fill doseLevel 9
43,315,ConfigureDesign,ProjectsPage,click,btn_Create_Project,,,,,,10000,FALSE,0,never,,click Create Project
44,320,ConfigureDesign,ProjectsPage,click,btn_Inputs,,,,,,10000,FALSE,0,never,,click Inputs
45,330,CreateInputSet,InputSetPage,click,btn_New_Input_Set,,,,,,10000,FALSE,0,never,,click New Input Set
46,340,CreateInputSet,InputSetPage,fill,txt_Name_Input_Set,${data.inputset.Name Input Set},,,,,10000,FALSE,0,never,,fill Name Input Set
47,350,Simulate,DesignPage,click,btn_Design_Compute_or_simulate_a,,,,,,10000,FALSE,0,never,,click Design Compute or simulate a
48,360,ExtractResults,ResultsPage,select,ddl_Select_Test,${data.inputset.SelectTest},,,,,15000,FALSE,0,always,,Select Select Test. select opens the menu and commits the option itself - works for native and custom dropdowns
49,370,ExtractResults,ResultsPage,click,btn_Continue,,,,,,10000,FALSE,0,never,,click Continue
50,380,ExtractResults,ResultsPage,fill,txt_Target_Probability_of,${data.design.Target Probability of Toxicity},,,,,10000,FALSE,0,never,,fill Target Probability of
51,390,ExtractResults,ResultsPage,fill,txt_Follow_up_Time_Week,${data.design.Follow-up Time�},,,,,10000,FALSE,0,never,,fill Follow-up Time
52,480,ExtractResults,ResultsPage,click,btn_Response,,,,,,10000,FALSE,0,never,,click Response
53,490,ExtractResults,ResultsPage,select,ddl_Starting_Dose,${data.design.startingDose},,,,,10000,FALSE,0,always,,Select Starting Dose. Native <select> - select matches by visible label first
54,600,ExtractResults,ResultsPage,loopOverData,scenarios,ProductDesign/feature_Rolling6/03_metadata/scenario_block.csv,,,,,120000,FALSE,0,never,,"For each scenarios.csv row matched to this TC_ID+IterationID, add one candidate-model scenario via the Add-Scenario modal loop (scenario_block.csv). Change the scenario COUNT by adding/removing rows in scenarios.csv - no metadata edits."
55,610,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,"Clear leftover default scenario rows from the top (default count varies per iteration; repeated to remove them all). The newly-added scenario is the last row and cannot be deleted, so only it remains."
56,620,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
57,630,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
58,640,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
59,650,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
60,660,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
61,670,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
62,680,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
63,690,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,always,,Clear another leftover default row from the top (no-op once only the new scenario remains).
64,900,ExtractResults,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save
65,910,ExtractResults,ResultsPage,click,btn_Enrollment,,,,,,10000,FALSE,0,never,,click Enrollment
66,920,ExtractResults,ResultsPage,fill,txt_Mean_Inter_patient_Arrival,${data.design.Mean Inter-patient Arrival Time (MIAT)},,,,,10000,FALSE,0,never,,fill Mean Inter-patient Arrival
67,930,ExtractResults,ResultsPage,fill,txt_Inevaluable_Rate_IR,${data.design.Inevaluable Rate},,,,,10000,FALSE,0,never,,fill Inevaluable Rate
68,940,ExtractResults,DesignPage,select,ddl_Distribution_of_Time_to_DLT,${data.design.Distribution of Time to DLT},,,,,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
69,950,ExtractResults,ResultsPage,fill,txt_Probability,${data.design.Probability},,,,,10000,FALSE,0,never,,fill Probability
70,960,ExtractResults,ResultsPage,fill,txt_Last_Fraction_of_Assessment,${data.design.Last Fraction of Assessment Window},,,,,10000,FALSE,0,never,,fill Last Fraction of Assessment
71,970,ExtractResults,ResultsPage,click,btn_Simulation_Setup,,,,,,10000,FALSE,0,never,,click Simulation Setup
72,980,ExtractResults,DesignPage,fill,txt_Number_of_Simulations_Run,${data.design.Number of Simulations Run},,,,,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
73,990,ExtractResults,ResultsPage,select,ddl_Random_Number_Seed,${data.design.Random Number Seed},,,,,10000,FALSE,0,always,,Select Random Number Seed. Native <select> - select matches by visible label first
74,1000,ExtractResults,ResultsPage,fill,txt_Fixed_Seed,${data.design.Fixed Seed},,,,,10000,FALSE,0,never,,fill Fixed Seed
75,1010,ExtractResults,ResultsPage,click,btn_Save_Simulate,,,,,,10000,FALSE,0,never,,click Save Simulate
76,1020,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name
77,1030,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit alert primary
78,1040,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result
79,1050,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes)
80,1060,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables
81,1070,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL
