Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description
26,260,ConfigureDesign,DesignPage,fill,txt_Allocation_Ratio_nt_nc,${data.design.Allocation Ratio},,,,,10000,FALSE,0,never,,fill Allocation Ratio
27,270,Simulate,DesignPage,check,opt_Computed_Parameter,${data.design.Computed Parameter},,,,visible,10000,FALSE,0,never,,select Computed Parameter
29,290,ConfigureDesign,ResultsPage,fill,txt_Sample_Size_n,${data.design.Sample Size},,,,,10000,FALSE,0,never,,fill Sample Size
30,300,ConfigureDesign,ResultsPage,fill,txt_Power,${data.design.power},,,,,10000,FALSE,0,never,,fill Power
31,310,ExtractResults,ResultsPage,assertValue,obj_Test_Type,,,,${data.design.Test Type},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
32,320,ConfigureDesign,ResultsPage,fill,txt_Type_1_Error,${data.design.Type 1 Error},,,,,10000,FALSE,0,never,,fill Type 1 Error
33,330,ConfigureDesign,ResultsPage,fill,txt_Proportion_Control_c,${data.design.Proportion Control},,,,,10000,FALSE,0,never,,fill Proportion Control
34,340,ConfigureDesign,ResultsPage,fill,txt_Follow_up_Time_Year,${data.project.Follow-up Time},,,,,10000,FALSE,0,never,,fill Follow-up Time
35,350,ConfigureDesign,ResultsPage,fill,txt_Probability_of_Dropout,${data.design.Probability of Dropout},,,,,10000,FALSE,0,never,,fill Probability of Dropout
36,360,ConfigureDesign,ResultsPage,select,ddl_Input_Method,${data.design.inputMethod},,,,,10000,FALSE,0,always,,Select Input Method. Native <select> - select matches by visible label first
37,370,ConfigureDesign,ResultsPage,fill,txt_Odds_Ratio_of_Proportions,${data.design.Odds Ratio of Proportions},,,,,10000,FALSE,0,never,,fill Odds Ratio of Proportions
39,390,ConfigureDesign,ResultsPage,fill,txt_Proportion_Treatment_t,${data.design.Proportion Treatment},,,,,10000,FALSE,0,never,,fill Proportion Treatment
40,400,ConfigureDesign,ResultsPage,select,ddl_input_Method,${data.design.inputMethod},,,,,10000,FALSE,0,always,,Select inputMethod. Native <select> - select matches by visible label first
41,410,ConfigureDesign,ResultsPage,fill,txt_Difference_of_Proportions,${data.design.Difference of Proportions},,,,,10000,FALSE,0,never,,fill Difference of Proportions
42,420,ConfigureDesign,ResultsPage,fill,txt_Ratio_of_Proportions_t,${data.design.Ratio of Proportions},,,,,10000,FALSE,0,never,,fill Ratio of Proportions (ρ = πt
43,430,ConfigureDesign,ResultsPage,click,btn_Enrollment,,,,,,10000,FALSE,0,never,,click Enrollment
44,440,ConfigureDesign,ResultsPage,check,chk_Include,,,,,,10000,FALSE,0,always,${data.design.Include}!=check,check Include when testdata Include=check (SkipIf gates it per iteration)
45,450,ConfigureDesign,ResultsPage,uncheck,chk_Include,,,,,,10000,FALSE,0,always,${data.design.Include}!=uncheck,uncheck Include when testdata Include=uncheck (SkipIf gates it per iteration)
46,460,ConfigureDesign,ResultsPage,fill,txt_Enrollment_Rate_per_Year,${data.design.Enrollment Rate},,,,,10000,FALSE,0,never,,fill Enrollment Rate
47,470,ConfigureDesign,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save
48,480,Simulate,DesignPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute
49,490,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name
50,500,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit alert primary
51,510,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result
52,520,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes)
53,530,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables
54,540,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL
