Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description
12,130,ConfigureDesign,ProjectsPage,select,ddl_Unit,${data.project.Unit},,,,,15000,FALSE,0,always,,Select Unit. select opens the menu and commits the option itself - works for native and custom dropdowns
13,140,ExtractResults,ProjectsPage,assertValue,obj_Priority,,,,${data.project.Priority},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
14,150,ConfigureDesign,ProjectsPage,fill,txt_Endpoint_Name,${data.project.Endpoint Name},,,,,10000,FALSE,0,never,,fill Endpoint Name
15,160,ExtractResults,ProjectsPage,assertValue,obj_Endpoint_Type,,,,${data.project.Endpoint Type},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
16,170,ExtractResults,ProjectsPage,assertValue,obj_Outcome,,,,${data.project.Outcome},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
17,171,ConfigureDesign,ProjectsPage,fill,txt_Dose_Name_mg,${data.project.doseName-0},,,,,10000,FALSE,0,never,,fill Dose Level
18,175,ConfigureDesign,ProjectsPage,fill,txt_Dose_Level_mg,${data.project.doseLevel-0},,,,,10000,FALSE,0,never,,fill Dose Level
19,181,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_1,${data.project.doseName-1},,,,,10000,FALSE,0,never,,fill doseName 1
20,190,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_1,${data.project.doseLevel-1},,,,,10000,FALSE,0,never,,fill doseLevel 1
21,200,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_2,${data.project.doseName-2},,,,,10000,FALSE,0,never,,fill doseName 2
22,210,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_2,${data.project.doseLevel-2},,,,,10000,FALSE,0,never,,fill doseLevel 2
23,220,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-3}==N/A,Add a dose row for dose 4 - only when this iteration has a 4th dose
24,230,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_3,${data.project.doseName-3},,,,,10000,FALSE,0,never,,fill doseName 3
25,240,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_3,${data.project.doseLevel-3},,,,,10000,FALSE,0,never,,fill doseLevel 3
26,250,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-4}==N/A,Add a dose row for dose 5 - only when this iteration has a 5th dose
27,260,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_4,${data.project.doseName-4},,,,,10000,FALSE,0,never,,fill doseName 4
28,270,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_4,${data.project.doseLevel-4},,,,,10000,FALSE,0,never,,fill doseLevel 4
29,280,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-5}==N/A,Add a dose row for dose 6 - only when this iteration has a 6th dose
30,290,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_5,${data.project.doseName-5},,,,,10000,FALSE,0,never,,fill doseName 5
31,300,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_5,${data.project.doseLevel-5},,,,,10000,FALSE,0,never,,fill doseLevel 5
32,301,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-6}==N/A,Add a dose row for dose 7 - only when this iteration has that dose
33,302,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_6,${data.project.doseName-6},,,,,10000,FALSE,0,never,,fill doseName 6
34,303,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_6,${data.project.doseLevel-6},,,,,10000,FALSE,0,never,,fill doseLevel 6
35,304,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-7}==N/A,Add a dose row for dose 8 - only when this iteration has that dose
36,305,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_7,${data.project.doseName-7},,,,,10000,FALSE,0,never,,fill doseName 7
37,306,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_7,${data.project.doseLevel-7},,,,,10000,FALSE,0,never,,fill doseLevel 7
38,307,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-8}==N/A,Add a dose row for dose 9 - only when this iteration has that dose
39,308,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_8,${data.project.doseName-8},,,,,10000,FALSE,0,never,,fill doseName 8
40,309,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_8,${data.project.doseLevel-8},,,,,10000,FALSE,0,never,,fill doseLevel 8
41,310,ConfigureDesign,ProjectsPage,click,btn_Add_Dose,,,,,,10000,FALSE,0,never,${data.project.doseName-9}==N/A,Add a dose row for dose 10 - only when this iteration has that dose
42,311,ConfigureDesign,ProjectsPage,fill,txt_dose_Name_9,${data.project.doseName-9},,,,,10000,FALSE,0,never,,fill doseName 9
43,312,ConfigureDesign,ProjectsPage,fill,txt_dose_Level_9,${data.project.doseLevel-9},,,,,10000,FALSE,0,never,,fill doseLevel 9
44,315,ConfigureDesign,ProjectsPage,click,btn_Create_Project,,,,,,10000,FALSE,0,never,,click Create Project
45,320,ConfigureDesign,ProjectsPage,click,btn_Inputs,,,,,,10000,FALSE,0,never,,click Inputs
46,330,CreateInputSet,InputSetPage,click,btn_New_Input_Set,,,,,,10000,FALSE,0,never,,click New Input Set
47,340,CreateInputSet,InputSetPage,fill,txt_Name_Input_Set,${data.inputset.Name Input Set},,,,,10000,FALSE,0,never,,fill Name Input Set
48,350,Simulate,DesignPage,click,btn_Design_Compute_or_simulate_a,,,,,,10000,FALSE,0,never,,click Design Compute or simulate a
49,360,ExtractResults,ResultsPage,select,ddl_Select_Test,${data.inputset.SelectTest},,,,,15000,FALSE,0,always,,Select Select Test. select opens the menu and commits the option itself - works for native and custom dropdowns
50,370,ExtractResults,ResultsPage,click,btn_Continue,,,,,,10000,FALSE,0,never,,click Continue
51,380,ExtractResults,ResultsPage,fill,txt_Max_Sample_Size,${data.design.Max. Sample Size},,,,,10000,FALSE,0,never,,fill Max. Sample Size
52,390,ExtractResults,DesignPage,assertValue,obj_Cohort_Size,,,,${data.design.Cohort Size},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
53,400,ExtractResults,DesignPage,select,ddl_Variant,${data.design.Variant},,,,,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
54,410,ExtractResults,DesignPage,assertValue,obj_Target_Probability_of,,,,${data.design.Target Probability of Toxicity},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
55,420,ExtractResults,ResultsPage,check,chk_Start_With_Accelerated,,,,,,10000,FALSE,0,always,${data.design.Start With Accelerated Titration}!=Checked,checkbox for Start With Accelerated
56,430,ExtractResults,ResultsPage,uncheck,chk_Start_With_Accelerated,,,,,,10000,FALSE,0,always,${data.design.Start With Accelerated Titration}!=unchecked,checkbox for Start With Accelerated
57,440,ExtractResults,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save
58,450,ExtractResults,ResultsPage,click,btn_Response,,,,,,10000,FALSE,0,never,,click Response
59,460,ExtractResults,ResultsPage,select,ddl_Starting_Dose,${data.design.startingDose},,,,,10000,FALSE,0,always,,Select Starting Dose. Native <select> - select matches by visible label first
60,470,ExtractResults,ResultsPage,loopOverData,scenarios,ProductDesign/feature_3+3/03_metadata/scenario_block.csv,,,,,120000,FALSE,0,never,,"For each scenarios.csv row matched to this TC_ID+IterationID, add one candidate-model scenario via the Add-Scenario modal loop (scenario_block.csv). Change the scenario COUNT by adding/removing rows in scenarios.csv - no metadata edits."
61,480,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,"Clear leftover default scenario rows from the top (default count varies per iteration; repeated to remove them all). The newly-added scenario is the last row and cannot be deleted, so only it remains."
62,490,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
63,500,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
64,600,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
65,610,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
66,620,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
67,630,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
68,640,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,never,,Clear another leftover default row from the top (no-op once only the new scenario remains).
69,650,ExtractResults,ResultsPage,click,txt_btn_delete0,,,,,,4000,TRUE,0,always,,Clear another leftover default row from the top (no-op once only the new scenario remains).
70,660,ExtractResults,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save
71,670,ExtractResults,ResultsPage,click,btn_Simulation_Setup,,,,,,10000,FALSE,0,never,,click Simulation Setup
72,680,ExtractResults,ResultsPage,fill,txt_Number_of_Simulations_Run,${data.design.Number of Simulations Run},,,,,10000,FALSE,0,never,,fill Number of Simulations Run
73,690,ExtractResults,ResultsPage,select,ddl_Random_Number_Seed,${data.design.Random Number Seed},,,,,10000,FALSE,0,always,,Select Random Number Seed. Native <select> - select matches by visible label first
74,980,ExtractResults,ResultsPage,fill,txt_Fixed_Seed,${data.design.Fixed Seed},,,,,10000,FALSE,0,never,,fill Fixed Seed
75,990,ExtractResults,DesignPage,check,chk_Save_Summary_Statistics_for,,,,,,10000,TRUE,0,always,${data.design.saveSummaryStats}!=Checked,checkbox for saveSummaryStats
76,995,ExtractResults,DesignPage,uncheck,chk_Save_Summary_Statistics_for,,,,,,10000,TRUE,0,always,${data.design.saveSummaryStats}!=unchecked,checkbox for saveSummaryStats
77,1000,ExtractResults,DesignPage,check,chk_Save_Subject_Level_Data_for,,,,,,10000,TRUE,0,always,${data.design.saveSubjectLevelData}!=Checked,checkbox for saveSubjectLevelData
78,1005,ExtractResults,DesignPage,uncheck,chk_Save_Subject_Level_Data_for,,,,,,10000,TRUE,0,always,${data.design.saveSubjectLevelData}!=unchecked,checkbox for saveSubjectLevelData
79,1008,ExtractResults,DesignPage,fill,txt_Save_Subject_Level_Data_for,${data.design.subLevelDataSimRuns},,,,,10000,TRUE,,always,${data.design.saveSubjectLevelData}!=Checked,Textbox
80,1010,ExtractResults,DesignPage,assertValue,obj_Average_Allocations,,,,${data.design.Average Allocations},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
81,1020,ExtractResults,DesignPage,click,obj_Compute_Average_Allocations_Across_All_Simulations,,,,${data.design.Average Allocations},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
82,1030,ExtractResults,ResultsPage,click,btn_Compute_Average_Allocations_Given_The_Dose_Was_Tried,,,,,,10000,FALSE,0,never,,click Compute Average Allocations Given The Dose Was Tried
83,1040,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name
84,1050,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit alert primary
85,1060,ExtractResults,ResultsPage,click,txt_Status,,,,,,10000,TRUE,0,never,,click Status
86,1080,ExtractResults,ResultsPage,click,txt_Completed,,,,,,10000,TRUE,0,never,,click Completed
87,1120,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,900000,FALSE,0,always,,Poll the run status until Completed before opening the result
88,1130,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes)
89,1140,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables
90,1150,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL
