Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description
21,210,ExtractResults,ResultsPage,select,ddl_Select_Test,${data.design.Select Test},,,,,15000,FALSE,0,always,,Select Select Test. select opens the menu and commits the option itself - works for native and custom dropdowns
22,220,ExtractResults,ResultsPage,click,btn_Continue,,,,,,10000,FALSE,0,never,,click Continue
23,230,ExtractResults,DesignPage,assertValue,obj_Hypothesis,,,,${data.design.Hypothesis},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
24,240,ExtractResults,ResultsPage,check,opt_Computed_Parameter,${data.design.Computed Parameter},,,,visible,10000,FALSE,0,never,,select Computed Parameter
25,250,ExtractResults,ResultsPage,fill,txt_Sample_Size_n,${data.design.Sample Size},,,,,10000,FALSE,0,never,,fill Sample Size
26,260,ExtractResults,ResultsPage,fill,txt_Power,${data.design.power},,,,,10000,FALSE,0,never,,fill Power
27,270,ExtractResults,ResultsPage,select,ddl_Test_Type,${data.design.Test Type},,,,,10000,FALSE,0,always,,Select Test Type. Native <select> - select matches by visible label first
28,280,ExtractResults,ResultsPage,fill,txt_type1Error,${data.design.Type 1 Error},,,,,10000,FALSE,0,never,,fill type1Error
29,290,ExtractResults,ResultsPage,select,ddl_Input_Method,${data.design.inputMethod},,,,,10000,FALSE,0,always,,Select Input Method. Native <select> - select matches by visible label first
30,300,ExtractResults,ResultsPage,fill,txt_Median_Survival_Time_under_Null_m0,${data.design.Median Survival Time under Null},,,,,10000,FALSE,0,never,,fill Median Survival Time under Null
31,310,ExtractResults,ResultsPage,fill,txt_Median_Survival_Time_under_Alternative_m1,${data.design.Median Survival Time under Alternative},,,,,10000,FALSE,0,never,,fill Median Survival Time under Alternative
32,320,ExtractResults,ResultsPage,assertValue,obj_Hazard_Ratio_HR_m0_m1,,,,${data.design.hazardRatioMS},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
33,330,ExtractResults,ResultsPage,fill,txt_Hazard_Rate_under_Null_0,${data.design.Hazard Rate under Null},,,,,10000,FALSE,0,never,,fill Hazard Rate under Null
34,340,ExtractResults,ResultsPage,fill,txt_Hazard_Rate_under_Alternative,${data.design.Hazard Rate under Alternative},,,,,10000,FALSE,0,never,,fill Hazard Rate under Alternative
35,350,ExtractResults,ResultsPage,assertValue,obj_Hazard_Ratio_HR_1_0,,,,${data.design.hazardRatioHR},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
36,360,ExtractResults,ResultsPage,fill,txt_By_Time_t_Week,${data.design.byTime},,,,,10000,FALSE,0,never,,fill By Time
37,370,ExtractResults,ResultsPage,fill,txt_Cumulative_Survival_under_Null_s0,${data.design.Cumulative % Survival under Null},,,,,10000,FALSE,0,never,,fill Cumulative % Survival under Null
38,380,ExtractResults,ResultsPage,fill,txt_Cumulative_Survival_under_Alternative_s1,${data.design.Cumulative % Survival under Alternative},,,,,10000,FALSE,0,never,,fill Cumulative % Survival under Alternative
39,390,ExtractResults,ResultsPage,assertValue,obj_Hazard_Ratio_HR_log_S1_100,,,,${data.design.hazardRatioCS},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
40,400,ExtractResults,ResultsPage,select,ddl_Event_Calculation_Method,${data.design.Event Calculation Method},,,,,10000,FALSE,0,always,,Select Event Calculation Method. Native <select> - select matches by visible label first
,,,,,,,,,,,,,,,,
41,410,ExtractResults,ResultsPage,select,ddl_Dropout_Input_Method,${data.design.dropoutInputMethod},,,,,10000,FALSE,0,always,,Select Dropout Input Method
42,420,ExtractResults,ResultsPage,fill,txt_Dropout_By_Time,${data.design.dropoutByTime},,,,,10000,FALSE,0,never,,fill Dropout By Time
43,430,ExtractResults,ResultsPage,fill,txt_Dropout_Hazard_Rate,${data.design.dropoutHazardRate},,,,,10000,FALSE,0,never,,fill Dropout Hazard Rate
,,,,,,,,,,,,,,,,
44,440,ExtractResults,ResultsPage,fill,txt_probability_Of_Dropout,${data.design.Probability of Dropout},,,,,10000,FALSE,0,never,,fill probabilityOfDropout
45,450,ExtractResults,ResultsPage,click,btn_Enrollment,,,,,,10000,FALSE,0,never,,click Enrollment
47,470,ExtractResults,ResultsPage,fill,txt_Accrual_Duration_Week,${data.design.Accrual Duration},,,,,10000,FALSE,0,never,,fill Accrual Duration
48,480,ExtractResults,ResultsPage,fill,txt_Study_Duration_Week,${data.design.Study Duration},,,,,10000,FALSE,0,never,,fill Study Duration
49,490,ExtractResults,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save
50,500,ExtractResults,ResultsPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute
51,510,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name
52,520,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit alert primary
53,530,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result
54,540,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes)
55,550,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables
56,560,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL
