Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description,DynamicArgs
33,330,ConfigureDesign,Page,fill,txt_boundary_Sim_1_futility_Z,${data.simulation.boundarySim.1.futilityZ},,,,,10000,FALSE,0,never,,fill boundarySim.1.futilityZ,
34,340,ConfigureDesign,Page,click,btn_Recalculate,,,,,,10000,TRUE,0,never,,click Recalculate,
35,350,ConfigureDesign,Page,select,ddl_Adaptation_Method,${data.simulation.adaptationMethod},,,,,10000,FALSE,0,always,,Select Adaptation Method. Native <select> - select matches by visible label first,
36,360,ConfigureDesign,Page,select,ddl_Adapt_At,${data.simulation.Adapt At},,,,,10000,FALSE,0,always,,Select Adapt At. Native <select> - select matches by visible label first,
37,370,ConfigureDesign,Page,fill,txt_adapt_At_Input,${data.simulation.adaptAtInput},,,,,10000,FALSE,0,never,,fill adaptAtInput,
38,380,ConfigureDesign,Page,select,ddl_Interim_Analysis,${data.simulation.adaptAtNumberOfInterims},,,,,10000,FALSE,0,always,,Select Interim Analysis. Native <select> - select matches by visible label first,
39,390,ConfigureDesign,Page,fill,txt_Use_Wald_Stat_if_CP,${data.simulation.useWaldStat},,,,,10000,FALSE,0,never,,fill Use Wald Stat. if CP ≥,
40,400,ConfigureDesign,Page,fill,txt_Upper_Limit_on_Study_Duration,${data.simulation.Upper Limit on Study Duration},,,,,10000,FALSE,0,never,,fill Upper Limit on Study Duration,
41,410,ConfigureDesign,Page,select,ddl_Enrollment_Rate_After,${data.simulation.enrollRateAfterAdapt},,,,,10000,FALSE,0,always,,Select Enrollment Rate After. Native <select> - select matches by visible label first,
42,420,ConfigureDesign,Page,fill,txt_Multiplier_for_Enrollment,${data.simulation.multiplierEnrollRate},,,,,10000,FALSE,0,never,,fill Multiplier for Enrollment,
43,430,ConfigureDesign,Page,fill,txt_Fixed_Enrollment_Rate_After,${data.simulation.fixedEnrollRate},,,,,10000,FALSE,0,never,,fill Fixed Enrollment Rate After,
44,440,ConfigureDesign,Page,fill,txt_Reference_c_for_CP_Chart,${data.simulation.refParamC},,,,,10000,FALSE,0,never,,fill Reference 𝝿c for CP Chart,
45,450,ConfigureDesign,Page,fill,txt_Reference_t_for_CP_Chart,${data.simulation.refParamT},,,,,10000,FALSE,0,never,,fill Reference 𝝿t for CP Chart,
46,460,ConfigureDesign,Page,select,ddl_Scale,${data.simulation.scale},,,,,10000,FALSE,0,always,,Select Scale. Native <select> - select matches by visible label first,
47,470,ConfigureDesign,Page,fill,txt_Min_Test_Statistic,${data.simulation.minTestStatistic},,,,,10000,FALSE,0,never,,fill Min. Test Statistic,
48,480,ConfigureDesign,Page,fill,txt_Max_Test_Statistic,${data.simulation.maxTestStatistic},,,,,10000,FALSE,0,never,,fill Max. Test Statistic,
49,490,ConfigureDesign,Page,fill,txt_min_Cp,${data.simulation.minCp},,,,,10000,FALSE,0,never,,fill minCp,
50,500,ConfigureDesign,Page,fill,txt_max_Cp,${data.simulation.maxCp},,,,,10000,FALSE,0,never,,fill maxCp,
51,510,ConfigureDesign,Page,fill,txt_min_Delta,${data.simulation.minDelta},,,,,10000,FALSE,0,never,,fill minDelta,
52,520,ConfigureDesign,Page,fill,txt_max_Delta,${data.simulation.maxDelta},,,,,10000,FALSE,0,never,,fill maxDelta,
53,530,ConfigureDesign,Page,fill,txt_Target_CP_for_Re_Estimating,${data.simulation.targetCpForReEstimatingSampleSize},,,,,10000,FALSE,0,never,,fill Target CP for Re-Estimating,
54,540,ConfigureDesign,Page,select,ddl_CP_Computation_Based_On,${data.simulation.cpComputationBasedOn},,,,,10000,FALSE,0,always,,Select CP Computation Based On. Native <select> - select matches by visible label first,
55,550,ConfigureDesign,Page,fill,txt_Multiplier,${data.simulation.multiplier},,,,,10000,FALSE,0,never,,fill Multiplier,
56,560,ConfigureDesign,Page,click,btn_Response,,,,,,10000,FALSE,0,never,,click Response,
57,570,ConfigureDesign,Page,select,ddl_Distribution,${data.simulation.distributionSelect},,,,,10000,FALSE,0,always,,Select Distribution. Native <select> - select matches by visible label first,
58,580,ConfigureDesign,Page,fill,txt_Proportion_Under_Control_c,${data.simulation.propUnderControl},,,,,10000,FALSE,0,never,,fill Proportion Under Control,
59,590,ConfigureDesign,Page,fill,txt_Difference_in_Proportions,${data.simulation.diffInProps},,,,,10000,FALSE,0,never,,fill Difference in Proportions,
60,600,ConfigureDesign,Page,fill,txt_Follow_up_Time_Month,${data.simulation.followUpTime},,,,,10000,FALSE,0,never,,fill Follow-up Time,
61,610,ConfigureDesign,Page,select,ddl_Dropout_Distribution,${data.simulation.dropoutDistributionSelect},,,,,10000,FALSE,0,always,,Select Dropout Distribution. Native <select> - select matches by visible label first,
62,620,ConfigureDesign,Page,fill,txt_Probability_of_Dropout,${data.simulation.probabilityOfDropout},,,,,10000,FALSE,0,never,,fill Probability of Dropout,
63,630,ConfigureDesign,Page,click,btn_Enrollment,,,,,,10000,FALSE,0,never,,click Enrollment,
64,640,ConfigureDesign,Page,check,chk_include_Switch,,,,,,10000,FALSE,0,never,${data.simulation.IncludeEnrollment}!=check,S3: turn on Enrollment Include switch to reveal the accrual table,
65,650,ConfigureDesign,Page,callCustom,,reconcilePeriodTable,,,simulation|enrollmentTable|avgSubjectsEnrolled|Add Period,,15000,FALSE,0,always,${data.simulation.enrollmentTable.0.avgSubjectsEnrolled}==EMPTY,reconcile enrollmentTable period rows to the testdata count (data-driven for any N; replaces per-period Add clicks),
66,660,ConfigureDesign,Page,loopPeriods,simulation,flows/dop_pd_enrollmentTable_period.csv,,,enrollmentTable|avgSubjectsEnrolled,,30000,FALSE,0,never,${data.simulation.enrollmentTable.0.avgSubjectsEnrolled}==EMPTY,"loopPeriods (Option C): fill enrollmentTable startingAtTime, avgSubjectsEnrolled per period from simulation_enrollmentTable — count-agnostic; replaces the enumerated per-period rows",
67,670,ConfigureDesign,Page,click,btn_Simulation_Setup,,,,,,10000,FALSE,0,never,,click Simulation Setup,
68,680,ConfigureDesign,Page,fill,txt_Number_of_Simulations_Run,${data.simulation.numOfSimRun},,,,,10000,FALSE,0,never,,fill Number of Simulations Run,
69,690,ConfigureDesign,Page,select,ddl_Random_Number_Seed,${data.simulation.randomNumberSeed},,,,,10000,FALSE,0,always,,Select Random Number Seed. Native <select> - select matches by visible label first,
70,700,ConfigureDesign,Page,fill,txt_Fixed_Seed,${data.simulation.fixedSeed},,,,,10000,FALSE,0,never,,fill Fixed Seed,
71,710,ConfigureDesign,Page,check,chk_save_Summary_Stats,,,,,,10000,FALSE,0,always,${data.simulation.saveSummaryStats}!=check,check saveSummaryStats when testdata saveSummaryStats=check (SkipIf gates it per iteration),
72,720,ConfigureDesign,Page,uncheck,chk_save_Summary_Stats,,,,,,10000,FALSE,0,always,${data.simulation.saveSummaryStats}!=uncheck,uncheck saveSummaryStats when testdata saveSummaryStats=uncheck (SkipIf gates it per iteration),
73,730,ConfigureDesign,Page,check,chk_save_Subject_Level_Data,,,,,,10000,FALSE,0,always,${data.simulation.saveSubjectLevelData}!=check,check saveSubjectLevelData when testdata saveSubjectLevelData=check (SkipIf gates it per iteration),
74,740,ConfigureDesign,Page,uncheck,chk_save_Subject_Level_Data,,,,,,10000,FALSE,0,always,${data.simulation.saveSubjectLevelData}!=uncheck,uncheck saveSubjectLevelData when testdata saveSubjectLevelData=uncheck (SkipIf gates it per iteration),
75,750,ConfigureDesign,Page,fill,txt_sub_Level_Data_Sim_Runs,${data.simulation.subLevelDataSimRuns},,,,,10000,FALSE,0,never,,fill subLevelDataSimRuns,
76,760,ConfigureDesign,Page,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save,
77,770,Simulate,DesignPage,click,btn_Save_Simulate,,,,,,10000,FALSE,0,never,,click Save Simulate,
78,780,ConfigureDesign,Page,fill,txt_ResultName,${data.simulation.Sim Result Name},,,,,10000,FALSE,0,never,,"S5: name the RESULT (distinct from the sim node) so the result link opens the result, not the config",
79,790,ConfigureDesign,Page,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit-alert-primary,
80,800,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result,
81,810,ExtractResults,ResultsPage,click,lnk_ResultName,${data.simulation.Sim Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes),
82,820,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables,
83,830,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL,
