Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description
22,220,Simulate,DesignPage,check,opt_Computed_Parameter,${data.design.Computed Parameter},,,,visible,10000,FALSE,0,never,,select Computed Parameter
23,230,ConfigureDesign,ResultsPage,fill,txt_Power,${data.design.power},,,,,10000,FALSE,0,never,,fill Power
24,240,ConfigureDesign,ResultsPage,select,ddl_Test_Type,${data.design.Test Type},,,,,10000,FALSE,0,always,,Select Test Type. Native <select> - select matches by visible label first
25,250,ConfigureDesign,ResultsPage,fill,txt_Type_1_Error,${data.design.Type 1 Error},,,,,10000,FALSE,0,never,,fill Type 1 Error
26,260,ConfigureDesign,ResultsPage,select,ddl_Input_Method,${data.design.Input Method},,,,,10000,FALSE,0,always,,Select Input Method. Native <select> - select matches by visible label first
27,270,ConfigureDesign,ResultsPage,fill,txt_median_Survival_Time_Null,${data.design.medianSurvivalTimeNull},,,,,10000,FALSE,0,never,,fill medianSurvivalTimeNull
28,280,ConfigureDesign,ResultsPage,fill,txt_Median_Survival_Time_under_Alternative_m1,${data.design.Median Survival Time under Alternative},,,,,10000,FALSE,0,never,,fill Median Survival Time under Alternative
29,290,ConfigureDesign,ResultsPage,fill,txt_Weibull_Shape_Parameter_k,${data.design.Weibull Shape Parameter},,,,,10000,FALSE,0,never,,fill Weibull Shape Parameter
30,300,ConfigureDesign,ResultsPage,select,ddl_input_Method,${data.design.Input Method},,,,,10000,FALSE,0,always,,Select inputMethod. Native <select> - select matches by visible label first
31,310,ConfigureDesign,ResultsPage,fill,txt_by_Time,${data.design.By Time},,,,,10000,FALSE,0,never,,fill byTime
32,320,ConfigureDesign,ResultsPage,fill,txt_Cumulative_Survival_under_Null_s0,${data.design.Cumulative % Survival under Null},,,,,10000,FALSE,0,never,,fill Cumulative % Survival under Null
33,330,ConfigureDesign,ResultsPage,fill,txt_Cumulative_Survival_under_Alternative_s1,${data.design.Cumulative % Survival under Alternative},,,,,10000,FALSE,0,never,,fill Cumulative % Survival under Alternative
34,340,ConfigureDesign,ResultsPage,click,txt_sample_Size,,,,,,10000,FALSE,0,never,,click sampleSize
35,350,ConfigureDesign,ResultsPage,click,btn_Enrollment,,,,,,10000,FALSE,0,never,,click Enrollment
36,360,ConfigureDesign,ResultsPage,fill,txt_Accrual_Duration_Year,${data.design.Accrual Duration},,,,,10000,FALSE,0,never,,fill Accrual Duration
37,370,ConfigureDesign,ResultsPage,fill,txt_Study_Duration_Year,${data.design.Study Duration},,,,,10000,FALSE,0,never,,fill Study Duration
38,380,ConfigureDesign,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save
39,390,Simulate,DesignPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute
40,400,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name
41,410,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit alert primary
42,420,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result
43,430,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes)
44,440,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables
45,450,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL
