ObjectName,Page,SelectorType,SelectorValue,RoleName,FallbackSelector,Dynamic,Description,Exact
txt_Type_1_Error,DesignPage,css,#type1Error,,,FALSE,textbox from codegen,FALSE
txt_btn_delete,DesignPage,css,#btn-delete,,,FALSE,textbox from codegen,FALSE
txt_sample_Size_Interim_Table_0_sample_Size,DesignPage,css,"[id=""sampleSizeInterimTable.0.sampleSize""]",,,FALSE,textbox from codegen,FALSE
txt_sample_Size_Interim_Table_1_sample_Size,DesignPage,css,"[id=""sampleSizeInterimTable.1.sampleSize""]",,,FALSE,textbox from codegen,FALSE
btn_Add_Interim,DesignPage,role,button,Add Interim,,FALSE,button from codegen,FALSE
txt_sample_Size_Interim_Table_2_sample_Size,DesignPage,css,"[id=""sampleSizeInterimTable.2.sampleSize""]",,,FALSE,textbox from codegen,FALSE
txt_sample_Size_Interim_Table_3_sample_Size,DesignPage,css,"[id=""sampleSizeInterimTable.3.sampleSize""]",,,FALSE,textbox from codegen,FALSE
txt_sample_Size_Interim_Table_4_sample_Size,DesignPage,css,"[id=""sampleSizeInterimTable.4.sampleSize""]",,,FALSE,textbox from codegen,FALSE
txt_sample_Size_Interim_Table_5_sample_Size,DesignPage,css,"[id=""sampleSizeInterimTable.5.sampleSize""]",,,FALSE,textbox from codegen,FALSE
btn_Response,DesignPage,role,button,Response,,FALSE,button from codegen,FALSE
txt_Response_Rate_H0,DesignPage,css,"input[name=""respRateH0""]",,,FALSE,textbox from codegen,FALSE
txt_Response_Rate_H1,DesignPage,css,"input[name=""respRateH1""]",,,FALSE,textbox from codegen,FALSE
txt_Response_Rate_Other,DesignPage,css,#respRateOther,,,FALSE,textbox from codegen,FALSE
btn_Simulation_Setup,DesignPage,role,button,Simulation Setup,,FALSE,button from codegen,FALSE
txt_Number_of_Simulations,DesignPage,css,#numOfSimRun,,,FALSE,button from codegen,FALSE
ddl_Random_Number_Seed,DesignPage,css,#randomNumberSeed,,,FALSE,native <select> from codegen,FALSE
txt_Fixed_Seed,DesignPage,css,#fixedSeed,,,FALSE,textbox from codegen,FALSE
btn_Save_Simulate,DesignPage,role,button,Save & Simulate,,FALSE,button from codegen,FALSE
txt_ResultName,DesignPage,css,#inputId,,,FALSE,textbox from codegen,FALSE
txt_credit_alert_primary,DesignPage,css,#credit-alert-primary,,,FALSE,textbox from codegen,FALSE
txt_ag_icon_ag_icon_tree_closed,DesignPage,css,.ag-icon.ag-icon-tree-closed,,,FALSE,textbox from codegen,FALSE
