ObjectName,Page,SelectorType,SelectorValue,RoleName,FallbackSelector,Dynamic,Description,Exact
txt_prop_Response_Under_Null,ResultsPage,css,#propResponseUnderNull,,,FALSE,textbox from codegen,FALSE
txt_prop_Response_Under_Alt,ResultsPage,css,#propResponseUnderAlt,,,FALSE,textbox from codegen,FALSE
btn_Save,ResultsPage,role,button,Save,,FALSE,button from codegen,TRUE
btn_Save_Compute,ResultsPage,role,button,Save & Compute,,FALSE,button from codegen,FALSE
txt_ResultName,ResultsPage,css,#inputId,,,FALSE,textbox from codegen,FALSE
txt_credit_alert_primary,ResultsPage,css,#credit-alert-primary,,,FALSE,textbox from codegen,FALSE
lnk_ResultName,ResultsPage,role,link,{0},,TRUE,result link from codegen,FALSE
btn_Next,LoginPage,role,button,Next,,FALSE,Next button (login flow),FALSE
div_Spinner,ProjectsPage,css,#spinner,,,FALSE,loading overlay (login flow landing),FALSE
ddl_Study_Objective,ProjectPage,label,Study Objective,,,FALSE,dropdown (opener+option collapsed into one select step),FALSE
ddl_Endpoint_Type,ProjectPage,role,button,Time to Event,,FALSE,dropdown (opener+option collapsed into one select step),FALSE
ddl_Better_Response,ProjectPage,role,button,Larger Value,,FALSE,dropdown (opener+option collapsed into one select step),FALSE
txt_Status,ResultsPage,text,Completed,,,FALSE,textbox from codegen,FALSE
btn_Continue,ResultsPage,role,button,Continue,,FALSE,button from codegen,FALSE
