Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description,DynamicArgs
29,290,ConfigureDesign,Page,select,ddl_Distribution,${data.simulation.distributionSelect},,,,,10000,FALSE,0,always,,Select Distribution. Native <select> - select matches by visible label first,
30,300,ConfigureDesign,Page,fill,txt_Proportion_Under_Control_c,${data.simulation.propUnderControl},,,,,10000,FALSE,0,never,,fill Proportion Under Control,
31,310,ExtractResults,Page,assertValue,obj_Proportion_Under_Treatment,,,,${data.simulation.propUnderTreatment},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in simulation.csv; fix the selector and flip Optional=FALSE to enforce, or change the action",
32,320,ConfigureDesign,Page,fill,txt_Odds_Ratio_of_Proportions_t_1_c_c_1_t,${data.simulation.oddsRatioOfProps},,,,,10000,FALSE,0,never,,fill Odds Ratio of Proportions (ψ = (πt (1 - πc) / πc (1 - πt))),
33,330,ConfigureDesign,Page,fill,txt_Follow_up_Time_Month,${data.simulation.followUpTime},,,,,10000,FALSE,0,never,,fill Follow-up Time,
34,340,ConfigureDesign,Page,select,ddl_Dropout_Distribution,${data.simulation.dropoutDistributionSelect},,,,,10000,FALSE,0,always,,Select Dropout Distribution. Native <select> - select matches by visible label first,
35,350,ConfigureDesign,Page,fill,txt_Probability_of_Dropout,${data.simulation.probabilityOfDropout},,,,,10000,FALSE,0,never,,fill Probability of Dropout,
36,360,ConfigureDesign,Page,click,btn_Enrollment,,,,,,10000,FALSE,0,never,,click Enrollment,
36.1,365,ConfigureDesign,Page,check,chk_Include,,,,,,10000,FALSE,0,always,${data.simulation.Include Enrollment}!=check,"Include Enrollment ON (reveals accrual table) - gated. Renumbered BEFORE the reconcile/loop below (S3): StepID execution order, not row order, and the accrual table + its Add Period button don't exist until Include is checked",
36.2,366,ConfigureDesign,Page,uncheck,chk_Include,,,,,,10000,FALSE,0,always,${data.simulation.Include Enrollment}!=uncheck,Include Enrollment OFF - gated,
37,370,ConfigureDesign,Page,callCustom,,reconcilePeriodTable,,,simulation|enrollmentTable|avgSubjectsEnrolled|Add Period,,15000,FALSE,0,always,${data.simulation.enrollmentTable.0.avgSubjectsEnrolled}==EMPTY,reconcile enrollmentTable period rows to the testdata count (data-driven for any N; replaces per-period Add clicks),
38,380,ConfigureDesign,Page,loopPeriods,simulation,flows/orop_pd_enrollmentTable_period.csv,,,enrollmentTable|avgSubjectsEnrolled,,30000,FALSE,0,never,${data.simulation.enrollmentTable.0.avgSubjectsEnrolled}==EMPTY,"loopPeriods (Option C): fill enrollmentTable startingAtTime, avgSubjectsEnrolled per period from simulation_enrollmentTable — count-agnostic; replaces the enumerated per-period rows",
39,390,ConfigureDesign,Page,click,btn_Simulation_Setup,,,,,,10000,FALSE,0,never,,click Simulation Setup,
40,400,ConfigureDesign,Page,fill,txt_Number_of_Simulations_Run,${data.simulation.numOfSimRun},,,,,10000,FALSE,0,never,,fill Number of Simulations Run,
41,410,ConfigureDesign,Page,select,ddl_Random_Number_Seed,${data.simulation.randomNumberSeed},,,,,10000,FALSE,0,always,,Select Random Number Seed. Native <select> - select matches by visible label first,
42,420,ConfigureDesign,Page,fill,txt_Fixed_Seed,${data.simulation.fixedSeed},,,,,10000,FALSE,0,never,,fill Fixed Seed,
43,430,ConfigureDesign,Page,check,chk_save_Summary_Stats,,,,,,10000,FALSE,0,always,${data.simulation.saveSummaryStats}!=check,check saveSummaryStats when testdata saveSummaryStats=check (SkipIf gates it per iteration),
44,440,ConfigureDesign,Page,uncheck,chk_save_Summary_Stats,,,,,,10000,FALSE,0,always,${data.simulation.saveSummaryStats}!=uncheck,uncheck saveSummaryStats when testdata saveSummaryStats=uncheck (SkipIf gates it per iteration),
45,450,ConfigureDesign,Page,check,chk_save_Subject_Level_Data,,,,,,10000,FALSE,0,always,${data.simulation.saveSubjectLevelData}!=check,check saveSubjectLevelData when testdata saveSubjectLevelData=check (SkipIf gates it per iteration),
46,460,ConfigureDesign,Page,uncheck,chk_save_Subject_Level_Data,,,,,,10000,FALSE,0,always,${data.simulation.saveSubjectLevelData}!=uncheck,uncheck saveSubjectLevelData when testdata saveSubjectLevelData=uncheck (SkipIf gates it per iteration),
47,470,ConfigureDesign,Page,fill,txt_sub_Level_Data_Sim_Runs,${data.simulation.subLevelDataSimRuns},,,,,10000,FALSE,0,never,,fill subLevelDataSimRuns,
48,480,ConfigureDesign,Page,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save,
49,490,Simulate,DesignPage,click,btn_Save_Simulate,,,,,,10000,FALSE,0,never,,click Save Simulate,
50,500,ConfigureDesign,Page,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit-alert-primary,
51,510,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,900000,FALSE,0,always,,Poll the run status until Completed before opening the result,
52,520,ExtractResults,ResultsPage,click,lnk_ResultName,${data.simulation.Sim Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes),
53,530,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables,
54,540,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL,
