Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description,DynamicArgs
21,210,CreateInputSet,InputSetPage,fill,txt_collection_Name,${data.inputset.InputSetname},,,,,10000,FALSE,0,never,,fill InputSetname,
22,220,ConfigureDesign,InputSetPage,click,btn_Select_Task,${data.inputset.SelectTask},,,,,10000,FALSE,0,never,,click Select Task,
23,230,ConfigureDesign,InputSetPage,select,ddl_Select_Test,${data.inputset.SelectTest},,,,,15000,FALSE,0,always,,Select Select Test. select opens the menu and commits the option itself - works for native and custom dropdowns,
24,240,ConfigureDesign,InputSetPage,click,btn_Continue,,,,,,10000,FALSE,0,never,,click Continue,
25,250,ConfigureDesign,DesignPage,select,ddl_Hypothesis,${data.design.hypothesis},,,,,10000,FALSE,0,always,,Select Hypothesis. Native <select> - select matches by visible label first,
26,260,ConfigureDesign,DesignPage,fill,txt_Allocation_Ratio_nt_nc,${data.design.allocationRatio},,,,,10000,FALSE,0,never,,fill Allocation Ratio,
27,270,Simulate,DesignPage,check,opt_Computed_Parameter,${data.design.Computed Parameter},,,,visible,10000,FALSE,0,never,,select Computed Parameter,
28,280,ConfigureDesign,ResultsPage,fill,txt_Sample_Size_n,${data.design.sampleSize},,,,,10000,FALSE,0,never,,fill Sample Size,
29,290,ConfigureDesign,ResultsPage,fill,txt_Power,${data.design.power},,,,,10000,FALSE,0,never,,fill Power,
30,300,ConfigureDesign,ResultsPage,select,ddl_Test_Type,${data.design.testtype},,,,,10000,FALSE,0,always,,Select Test Type. Native <select> - select matches by visible label first,
31,310,ConfigureDesign,ResultsPage,fill,txt_Upper_Type_1_Error,${data.design.upperType1Error},,,,,10000,FALSE,0,never,,fill Upper Type 1 Error,
32,320,ConfigureDesign,ResultsPage,fill,txt_Lower_Type_1_Error,${data.design.lowerType1Error},,,,,10000,FALSE,0,never,,fill Lower Type 1 Error,
33,330,ConfigureDesign,ResultsPage,fill,txt_Type_1_Error,${data.design.type1Error},,,,,10000,FALSE,0,never,,fill Type 1 Error,
34,340,ConfigureDesign,ResultsPage,fill,txt_proportion_Under_Control_SP,${data.design.proportionUnderControl_SP},,,,,10000,FALSE,0,never,,fill proportionUnderControl_SP,
35,350,ExtractResults,ResultsPage,assertValue,obj_Proportion_under_Treatment,,,,${data.design.proportionUnderTreatment_SP_AH},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action",
36,360,ConfigureDesign,ResultsPage,fill,txt_Odds_Ratio_of_Proportions_1,${data.design.oddsRatioOfProportions_SP},,,,,10000,FALSE,0,never,,fill Odds Ratio of Proportions,
37,370,ConfigureDesign,ResultsPage,fill,txt_Proportion_under_Control_c,${data.design.proportionUnderControl_SS},,,,,10000,FALSE,0,never,,fill Proportion under Control,
38,380,ExtractResults,ResultsPage,assertValue,obj_Proportion_under_Treatment_t0,,,,${data.design.proportionUnderTreatment_SS_NH},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action",
39,390,ConfigureDesign,ResultsPage,fill,txt_Super_Superiority_Margin_0_t0_1_c_c_1_t0,${data.design.superSuperiorityMargin},,,,,10000,FALSE,0,never,,fill Super Superiority Margin (ψ0 = (πt0 (1 - πc) / πc (1 - πt0))),
40,400,ExtractResults,ResultsPage,assertValue,obj_Proportion_under_Treatment_t1,,,,${data.design.proportionUnderTreatment_SS_AH},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action",
41,410,ConfigureDesign,ResultsPage,fill,txt_odds_Ratio_Of_Proportions_SS,${data.design.oddsRatioOfProportions_SS},,,,,10000,FALSE,0,never,,fill Odds Ratio of Proportions,
42,420,ConfigureDesign,ResultsPage,fill,txt_proportion_Under_Control_NI,${data.design.proportionUnderControl_NI},,,,,10000,FALSE,0,never,,fill Proportion under Control,
43,430,ExtractResults,ResultsPage,assertValue,obj_Proportion_under_Treatment_t0,,,,${data.design.proportionUnderTreatment_NI_NH},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action",
44,440,ConfigureDesign,ResultsPage,fill,txt_Noninferiority_Margin_0,${data.design.nonInferiorityMargin},,,,,10000,FALSE,0,never,,fill Noninferiority Margin,
45,450,ExtractResults,ResultsPage,assertValue,obj_Proportion_under_Treatment_t1,,,,${data.design.proportionUnderTreatment_NI_AH},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action",
46,460,ConfigureDesign,ResultsPage,fill,txt_odds_Ratio_Of_Proportions_NI,${data.design.oddsRatioOfProportions_NI},,,,,10000,FALSE,0,never,,fill Odds Ratio of Proportions,
47,470,ConfigureDesign,ResultsPage,fill,txt_Follow_up_Time_Day,${data.design.followUpTime},,,,,10000,FALSE,0,never,,fill Follow-up Time,
48,480,ConfigureDesign,ResultsPage,fill,txt_Probability_of_Dropout,${data.design.probabilityOfDropout},,,,,10000,FALSE,0,never,,fill Probability of Dropout,
49,490,ConfigureDesign,ResultsPage,check,chk_include_Assurance,,,,,,10000,FALSE,0,always,${data.design.includeAssurance}!=TRUE,check includeAssurance when testdata includeAssurance=check (SkipIf gates it per iteration),
50,500,ConfigureDesign,ResultsPage,uncheck,chk_include_Assurance,,,,,,10000,FALSE,0,always,${data.design.includeAssurance}!=FALSE,uncheck includeAssurance when testdata includeAssurance=uncheck (SkipIf gates it per iteration),
51,510,ConfigureDesign,ResultsPage,select,ddl_Prior_Distribution_For,${data.design.priorDistributionFor},,,,,10000,FALSE,0,always,,Select Prior Distribution For. Native <select> - select matches by visible label first,
52,520,ConfigureDesign,ResultsPage,select,ddl_Distribution,${data.design.distributionMethod},,,,,10000,FALSE,0,always,,Select Distribution. Native <select> - select matches by visible label first,
53,530,ConfigureDesign,ResultsPage,fill,txt_Min_t,${data.design.minPiT},,,,,10000,FALSE,0,never,,fill Min. πt,
54,540,ConfigureDesign,ResultsPage,fill,txt_Max_t,${data.design.maxPiT},,,,,10000,FALSE,0,never,,fill Max. πt,
55,550,ConfigureDesign,ResultsPage,select,ddl_Input_Method,${data.design.assuranceInputMethod},,,,,10000,FALSE,0,always,,Select Input Method. Native <select> - select matches by visible label first,
56,560,ConfigureDesign,ResultsPage,select,ddl_select_name_perc_Pi_T1st_Operator,${data.design.percPiT1stOperator},,,,,10000,FALSE,0,always,,Select percPiT1stOperator. Native <select> - select matches by visible label first,
57,570,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_T1st_Percentile_Val,${data.design.percPiT1stPercentileVal},,,,,10000,FALSE,0,never,,fill percPiT1stPercentileVal,
58,580,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_T1st_Percentile_Prob,${data.design.percPiT1stPercentileProb},,,,,10000,FALSE,0,never,,fill percPiT1stPercentileProb,
59,590,ConfigureDesign,ResultsPage,select,ddl_select_name_perc_Pi_T2nd_Operator,${data.design.percPiT2ndOperator},,,,,10000,FALSE,0,always,,Select percPiT2ndOperator. Native <select> - select matches by visible label first,
60,600,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_T2nd_Percentile_Val,${data.design.percPiT2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percPiT2ndPercentileVal,
61,610,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_T2nd_Percentile_Prob,${data.design.percPiT2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percPiT2ndPercentileProb,
62,620,ConfigureDesign,ResultsPage,fill,txt_pi_t_a,${data.design.pi_t_a},,,,,10000,FALSE,0,never,,fill pi_t_a,
63,630,ConfigureDesign,ResultsPage,fill,txt_pi_t_b,${data.design.pi_t_b},,,,,10000,FALSE,0,never,,fill pi_t_b,
64,640,ConfigureDesign,ResultsPage,select,ddl_perc_Pi_TPsi1st_Operator,${data.design.percPiTPsi1stOperator},,,,,10000,FALSE,0,always,,Select percPiTPsi1stOperator. Native <select> - select matches by visible label first,
65,650,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_TPsi1st_Percentile_Val,${data.design.percPiTPsi1stPercentileVal},,,,,10000,FALSE,0,never,,fill percPiTPsi1stPercentileVal,
66,660,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_TPsi1st_Percentile_Prob,${data.design.percPiTPsi1stPercentileProb},,,,,10000,FALSE,0,never,,fill percPiTPsi1stPercentileProb,
67,670,ConfigureDesign,ResultsPage,select,ddl_perc_Pi_TPsi2nd_Operator,${data.design.percPiTPsi2ndOperator},,,,,10000,FALSE,0,always,,Select percPiTPsi2ndOperator. Native <select> - select matches by visible label first,
68,680,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_TPsi2nd_Percentile_Val,${data.design.percPiTPsi2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percPiTPsi2ndPercentileVal,
69,690,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_TPsi2nd_Percentile_Prob,${data.design.percPiTPsi2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percPiTPsi2ndPercentileProb,
71,710,ConfigureDesign,ResultsPage,fill,txt_Min_c,${data.design.minPiC},,,,,10000,FALSE,0,never,,fill Min. πc,
72,720,ConfigureDesign,ResultsPage,fill,txt_Max_c,${data.design.maxPiC},,,,,10000,FALSE,0,never,,fill Max. πc,
73,730,ConfigureDesign,ResultsPage,select,ddl_select_name_perc_Pi_C1st_Operator,${data.design.percPiC1stOperator},,,,,10000,FALSE,0,always,,Select percPiC1stOperator. Native <select> - select matches by visible label first,
74,740,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_C1st_Percentile_Val,${data.design.percPiC1stPercentileVal},,,,,10000,FALSE,0,never,,fill percPiC1stPercentileVal,
75,750,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_C1st_Percentile_Prob,${data.design.percPiC1stPercentileProb},,,,,10000,FALSE,0,never,,fill percPiC1stPercentileProb,
76,760,ConfigureDesign,ResultsPage,select,ddl_select_name_perc_Pi_C2nd_Operator,${data.design.percPiC2ndOperator},,,,,10000,FALSE,0,always,,Select percPiC2ndOperator. Native <select> - select matches by visible label first,
77,770,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_C2nd_Percentile_Val,${data.design.percPiC2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percPiC2ndPercentileVal,
78,780,ConfigureDesign,ResultsPage,fill,txt_input_name_perc_Pi_C2nd_Percentile_Prob,${data.design.percPiC2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percPiC2ndPercentileProb,
79,790,ConfigureDesign,ResultsPage,fill,txt_pi_c_a,${data.design.pi_c_a},,,,,10000,FALSE,0,never,,fill pi_c_a,
80,800,ConfigureDesign,ResultsPage,fill,txt_pi_c_b,${data.design.pi_c_b},,,,,10000,FALSE,0,never,,fill pi_c_b,
81,810,ConfigureDesign,ResultsPage,select,ddl_perc_Pi_CPsi1st_Operator,${data.design.percPiCPsi1stOperator},,,,,10000,FALSE,0,always,,Select percPiCPsi1stOperator. Native <select> - select matches by visible label first,
82,820,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_CPsi1st_Percentile_Val,${data.design.percPiCPsi1stPercentileVal},,,,,10000,FALSE,0,never,,fill percPiCPsi1stPercentileVal,
83,830,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_CPsi1st_Percentile_Prob,${data.design.percPiCPsi1stPercentileProb},,,,,10000,FALSE,0,never,,fill percPiCPsi1stPercentileProb,
84,840,ConfigureDesign,ResultsPage,select,ddl_perc_Pi_CPsi2nd_Operator,${data.design.percPiCPsi2ndOperator},,,,,10000,FALSE,0,always,,Select percPiCPsi2ndOperator. Native <select> - select matches by visible label first,
85,850,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_CPsi2nd_Percentile_Val,${data.design.percPiCPsi2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percPiCPsi2ndPercentileVal,
86,860,ConfigureDesign,ResultsPage,fill,txt_perc_Pi_CPsi2nd_Percentile_Prob,${data.design.percPiCPsi2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percPiCPsi2ndPercentileProb,
87,870,ConfigureDesign,ResultsPage,select,ddl_Efficacy_Boundary_Family,${data.design.effBoundaryFam},,,,,10000,FALSE,0,always,,Select Efficacy Boundary Family. Native <select> - select matches by visible label first,
88,880,ConfigureDesign,ResultsPage,select,ddl_Spending_Function,${data.design.effSpendFunc},,,,,10000,FALSE,0,always,,Select Spending Function. Native <select> - select matches by visible label first,
89,890,ConfigureDesign,ResultsPage,fill,txt_Parameter,${data.design.effParamRho},,,,,10000,FALSE,0,never,,fill Parameter,
90,900,ConfigureDesign,ResultsPage,fill,txt_eff_Param_Gamma,${data.design.effParamGamma},,,,,10000,FALSE,0,never,,fill effParamGamma,
91,910,ConfigureDesign,ResultsPage,select,ddl_eff_Param,${data.design.effParam},,,,,10000,FALSE,0,always,,Select effParam. Native <select> - select matches by visible label first,
92,920,ConfigureDesign,ResultsPage,select,ddl_Fix,${data.design.fix},,,,,10000,FALSE,0,always,,Select Fix. Native <select> - select matches by visible label first,
93,930,ConfigureDesign,ResultsPage,fill,txt_Shape_Parameter,${data.design.shapeParamDelta},,,,,10000,FALSE,0,never,,fill Shape Parameter,
94,940,ConfigureDesign,ResultsPage,select,ddl_Futility_Boundary_Family,${data.design.futBoundaryFam},,,,,10000,FALSE,0,always,,Select Futility Boundary Family. Native <select> - select matches by visible label first,
94.5,945,ConfigureDesign,ResultsPage,select,ddl_fut_Spend_Func,${data.design.futSpendFunc},,,,,10000,FALSE,0,always,,"Select futSpendFunc BEFORE its params (moved earlier than the Rho/Gamma param fills - params render only once the spending function is chosen, same bug class as DOP IMPORT_LESSONS #4)",
95,950,ConfigureDesign,ResultsPage,fill,txt_Shape_Parameter_2,${data.design.shapeParamDeltaTwo},,,,,10000,FALSE,0,never,,fill Shape Parameter,
96,960,ConfigureDesign,ResultsPage,fill,txt_fut_Param_Rho,${data.design.futParamRho},,,,,10000,FALSE,0,never,,fill Parameter,
98,980,ConfigureDesign,ResultsPage,fill,txt_fut_Param_Gamma,${data.design.futParamGamma},,,,,10000,FALSE,0,never,,fill futParamGamma,
99,990,ConfigureDesign,ResultsPage,select,ddl_fut_Param,${data.design.futParam},,,,,10000,FALSE,0,always,,Select futParam. Native <select> - select matches by visible label first,
100,1000,ConfigureDesign,ResultsPage,select,ddl_fut_Boundary,${data.design.futBoundary},,,,,10000,FALSE,0,always,,Select futBoundary. Native <select> - select matches by visible label first,
101,1010,Simulate,DesignPage,select,ddl_Compute_CP_Using,${data.design.computeCP},,,,,10000,FALSE,0,always,,Select Compute CP Using. Native <select> - select matches by visible label first,
102,1020,ConfigureDesign,ResultsPage,select,ddl_asym_Eff_Boundary_Fam,${data.design.asymEffBoundaryFam},,,,,10000,FALSE,0,always,,Select asymEffBoundaryFam. Native <select> - select matches by visible label first,
103,1030,ConfigureDesign,ResultsPage,select,ddl_upper_Spend_Func,${data.design.upperSpendFunc},,,,,10000,FALSE,0,always,,Select upperSpendFunc. Native <select> - select matches by visible label first,
104,1040,ConfigureDesign,ResultsPage,fill,txt_upper_Param_Rho,${data.design.upperParamRho},,,,,10000,FALSE,0,never,,fill upperParamRho,
105,1050,ConfigureDesign,ResultsPage,fill,txt_upper_Param_Gamma,${data.design.upperParamGamma},,,,,10000,FALSE,0,never,,fill upperParamGamma,
106,1060,ConfigureDesign,ResultsPage,select,ddl_upper_Param,${data.design.upperParam},,,,,10000,FALSE,0,always,,Select upperParam. Native <select> - select matches by visible label first,
107,1070,ConfigureDesign,ResultsPage,select,ddl_lower_Spend_Func,${data.design.lowerSpendFunc},,,,,10000,FALSE,0,always,,Select lowerSpendFunc. Native <select> - select matches by visible label first,
108,1080,ConfigureDesign,ResultsPage,fill,txt_lower_Param_Rho,${data.design.lowerParamRho},,,,,10000,FALSE,0,never,,fill lowerParamRho,
109,1090,ConfigureDesign,ResultsPage,fill,txt_lower_Param_Gamma,${data.design.lowerParamGamma},,,,,10000,FALSE,0,never,,fill lowerParamGamma,
110,1100,ConfigureDesign,ResultsPage,select,ddl_Boundary_Scale,${data.design.boundaryScale},,,,,10000,FALSE,0,always,,Select Boundary Scale. Native <select> - select matches by visible label first,
111,1110,ConfigureDesign,ResultsPage,callCustom,,reconcilePeriodTable,,,design|boundary|analysisSpacingInfo|Add Interim|true,,15000,FALSE,0,always,${data.design.boundary.0.analysisSpacingInfo}==EMPTY,reconcile boundary period rows to the testdata count (data-driven for any N; replaces per-period Add clicks),
112,1120,ConfigureDesign,ResultsPage,loopPeriods,design,flows/orop_pd_boundary_period.csv,,,boundary|analysisSpacingInfo,,30000,FALSE,0,never,${data.design.boundary.0.analysisSpacingInfo}==EMPTY,"loopPeriods (Option C): fill boundary analysisSpacingInfo, efficacyCheck, futilityCheck per period from design_boundary — count-agnostic; replaces the enumerated per-period rows",
115,1150,ConfigureDesign,ResultsPage,fill,txt_boundary_0_cum_Alpha_Spent,${data.design.boundary.0.cumAlphaSpent},,,,,10000,FALSE,0,never,,fill boundary.0.cumAlphaSpent,
115.1,1151,ConfigureDesign,ResultsPage,fill,txt_boundary_1_cum_Alpha_Spent,${data.design.boundary.1.cumAlphaSpent},,,,,10000,FALSE,0,never,,table-completeness: fill boundary.1.cumAlphaSpent (auto-skips N/A),
116,1160,ConfigureDesign,ResultsPage,fill,txt_boundary_0_efficacy_PValue,${data.design.boundary.0.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.0.efficacyPValue,
116.1,1161,ConfigureDesign,ResultsPage,fill,txt_boundary_1_efficacy_PValue,${data.design.boundary.1.efficacyPValue},,,,,10000,FALSE,0,never,,table-completeness: fill boundary.1.efficacyPValue (auto-skips N/A),
116.2,1162,ConfigureDesign,ResultsPage,fill,txt_boundary_2_efficacy_PValue,${data.design.boundary.2.efficacyPValue},,,,,10000,FALSE,0,never,,table-completeness: fill boundary.2.efficacyPValue (auto-skips N/A),
116.3,1163,ConfigureDesign,ResultsPage,fill,txt_boundary_3_efficacy_PValue,${data.design.boundary.3.efficacyPValue},,,,,10000,FALSE,0,never,,table-completeness: fill boundary.3.efficacyPValue (auto-skips N/A),
116.4,1164,ConfigureDesign,ResultsPage,fill,txt_boundary_4_efficacy_PValue,${data.design.boundary.4.efficacyPValue},,,,,10000,FALSE,0,never,,table-completeness: fill boundary.4.efficacyPValue (auto-skips N/A),
116.5,1165,ConfigureDesign,ResultsPage,fill,txt_boundary_5_efficacy_PValue,${data.design.boundary.5.efficacyPValue},,,,,10000,FALSE,0,never,,table-completeness: fill boundary.5.efficacyPValue (auto-skips N/A),
116.6,1166,ConfigureDesign,ResultsPage,fill,txt_boundary_6_efficacy_PValue,${data.design.boundary.6.efficacyPValue},,,,,10000,FALSE,0,never,,table-completeness: fill boundary.6.efficacyPValue (auto-skips N/A),
116.7,1167,ConfigureDesign,ResultsPage,fill,txt_boundary_7_efficacy_PValue,${data.design.boundary.7.efficacyPValue},,,,,10000,FALSE,0,never,,table-completeness: fill boundary.7.efficacyPValue (S12 many-interim; auto-skips N/A),
117,1170,ConfigureDesign,ResultsPage,fill,txt_boundary_0_cum_Beta_Spent,${data.design.boundary.0.cumBetaSpent},,,,,10000,FALSE,0,never,,fill boundary.0.cumBetaSpent,
118,1180,ConfigureDesign,ResultsPage,fill,txt_boundary_0_futility_PValue,${data.design.boundary.0.futilityPValue},,,,,10000,FALSE,0,never,,fill boundary.0.futilityPValue,
119,1190,ConfigureDesign,ResultsPage,fill,txt_boundary_0_futility_CP,${data.design.boundary.0.futilityCP},,,,,10000,FALSE,0,never,,fill boundary.0.futilityCP,
119.1,1191,ConfigureDesign,ResultsPage,fill,txt_boundary_1_futility_CP,${data.design.boundary.1.futilityCP},,,,,10000,FALSE,0,never,,table-completeness: fill boundary.1.futilityCP (auto-skips N/A),
119.2,1192,ConfigureDesign,ResultsPage,fill,txt_boundary_2_futility_CP,${data.design.boundary.2.futilityCP},,,,,10000,FALSE,0,never,,table-completeness: fill boundary.2.futilityCP (auto-skips N/A),
120,1200,ConfigureDesign,ResultsPage,fill,txt_boundary_0_futility_Psi,${data.design.boundary.0.futilityPsi},,,,,10000,FALSE,0,never,,fill boundary.0.futilityPsi,
120.1,1201,ConfigureDesign,ResultsPage,fill,txt_boundary_1_futility_Psi,${data.design.boundary.1.futilityPsi},,,,,10000,FALSE,0,never,,table-completeness: fill boundary.1.futilityPsi (auto-skips N/A),
121,1210,ConfigureDesign,ResultsPage,fill,txt_boundary_0_upper_PValue,${data.design.boundary.0.upperPValue},,,,,10000,FALSE,0,never,,fill boundary.0.upperPValue,
122,1220,ConfigureDesign,ResultsPage,fill,txt_boundary_0_lower_PValue,${data.design.boundary.0.lowerPValue},,,,,10000,FALSE,0,never,,fill boundary.0.lowerPValue,
123,1230,ConfigureDesign,ResultsPage,fill,txt_boundary_0_upper_Alpha,${data.design.boundary.0.upperAlpha},,,,,10000,FALSE,0,never,,fill boundary.0.upperAlpha,
123.1,1231,ConfigureDesign,ResultsPage,fill,txt_boundary_1_upper_Alpha,${data.design.boundary.1.upperAlpha},,,,,10000,FALSE,0,never,,"table-completeness: fill boundary.1.upperAlpha (Interpolated spend requires cum alpha at every non-Final interim, not just period 0; auto-skips N/A)",
125,1250,ConfigureDesign,ResultsPage,fill,txt_boundary_0_lower_Alpha,${data.design.boundary.0.lowerAlpha},,,,,10000,FALSE,0,never,,fill boundary.0.lowerAlpha,
125.1,1232,ConfigureDesign,ResultsPage,fill,txt_boundary_1_lower_Alpha,${data.design.boundary.1.lowerAlpha},,,,,10000,FALSE,0,never,,"table-completeness: fill boundary.1.lowerAlpha (Interpolated spend requires cum alpha at every non-Final interim, not just period 0; auto-skips N/A)",
126,1260,ConfigureDesign,ResultsPage,click,btn_Calculate,,,,,,10000,FALSE,0,never,${data.design.boundary.0.analysisSpacingInfo}==EMPTY,"click Calculate (boundary) — gated: this button only exists for a group-sequential design (S8 - a FIXED design with no boundary rows never renders it)",
127,1270,ConfigureDesign,ResultsPage,click,btn_Enrollment,,,,,,10000,FALSE,0,never,,click Enrollment,
127.5,1275,ConfigureDesign,ProjectsPage,waitForSelector,div_Spinner,,,,,hidden,90000,FALSE,0,never,,"wait for #spinner after opening Enrollment before the Include checkbox — check has no force-retry so it races the loading panel otherwise (same fix as feature_ROP(PD) StepID 1445, app-slowness settle-guard)",
128,1280,ConfigureDesign,ResultsPage,check,chk_Include,,,,,,25000,FALSE,0,always,${data.design.IncludeEnrollment}!=check,"check Include when testdata IncludeEnrollment=check (SkipIf gates it per iteration) — Timeout raised 10000->25000: observed one transient timeout on this step in a full 10-iteration serial run (isolated retry passed clean), same app-slowness class as the div_Spinner wait at 1275",
129,1290,ConfigureDesign,ResultsPage,uncheck,chk_Include,,,,,,10000,FALSE,0,always,${data.design.IncludeEnrollment}!=uncheck,uncheck Include when testdata IncludeEnrollment=uncheck (SkipIf gates it per iteration),
131,1310,ConfigureDesign,ResultsPage,fill,txt_enrollment_Table_0_avg_Subjects_Enrolled,${data.design.enrollmentTable.0.avgSubjectsEnrolled},,,,,10000,FALSE,0,never,,"design enrollment is single-period - scalar fill (mirrors feature_ROP(PD); the shared loopPeriods flow expects sim-only startingAtTime, which the design table doesn't have)",
132,1320,ConfigureDesign,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save,
133,1330,Simulate,DesignPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute,
134,1340,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.ResultName},,,,,10000,FALSE,0,never,,fill Result Name,
135,1350,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit-alert-primary,
136,1360,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result,
