Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description,DynamicArgs
22,220,CreateInputSet,InputSetPage,fill,txt_collection_Name,${data.inputset.collectionName},,,,,10000,FALSE,0,never,,fill collectionName,
23,230,ConfigureDesign,InputSetPage,click,ddl_Select_Task,,,,,,10000,FALSE,0,never,,click Select Task,
24,231,ConfigureDesign,InputSetPage,click,txt_Select_Test,,,,,,10000,FALSE,0,never,,click Select Test,
25,240,ConfigureDesign,InputSetPage,select,ddl_Select_Test,${data.inputset.SelectTest},,,,,15000,FALSE,0,always,,Select Select Test. select opens the menu and commits the option itself - works for native and custom dropdowns,
26,250,CreateInputSet,InputSetPage,click,obj_Continue,,,,,,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in inputset.csv; fix the selector and flip Optional=FALSE to enforce, or change the action",
27,260,ConfigureDesign,InputSetPage,select,ddl_Hypothesis,${data.design.Hypothesis},,,,,10000,FALSE,0,always,,Select Hypothesis. Native <select> - select matches by visible label first,
28,270,ConfigureDesign,InputSetPage,fill,txt_Allocation_Ratio_ntc_nct,${data.design.allocationRatio},,,,,10000,FALSE,0,never,,fill Allocation Ratio,
29,280,Simulate,DesignPage,check,opt_Computed_Parameter,${data.design.Computed Parameter},,,,visible,10000,FALSE,0,never,,select Computed Parameter,
30,300,ConfigureDesign,ResultsPage,fill,txt_Sample_Size_n,${data.design.Sample Size},,,,,10000,FALSE,0,never,,fill Sample Size,
32,310,ConfigureDesign,ResultsPage,fill,txt_Power,${data.design.Power},,,,,10000,FALSE,0,never,,fill Power,
33,320,ConfigureDesign,ResultsPage,select,ddl_Test_Type,${data.design.Test Type},,,,,10000,FALSE,0,always,,Select Test Type. Native <select> - select matches by visible label first,
34,330,ConfigureDesign,ResultsPage,fill,txt_Type_1_Error,${data.design.type1Error},,,,,10000,FALSE,0,never,,fill Type 1 Error,
35,340,ConfigureDesign,ResultsPage,check,chk_Type_1_Error,,,,,,10000,FALSE,0,always,${data.design.type1Error}!=check,check Type 1 Error when testdata Type 1 Error=check (SkipIf gates it per iteration),
36,350,ConfigureDesign,ResultsPage,uncheck,chk_Type_1_Error,,,,,,10000,FALSE,0,always,${data.design.type1Error}!=uncheck,uncheck Type 1 Error when testdata Type 1 Error=uncheck (SkipIf gates it per iteration),
37,360,ConfigureDesign,ResultsPage,check,chk_Difference_of_Means,,,,,,10000,FALSE,0,always,${data.design.nonInf_differenceOfMeans}!=check,check Difference of Means when testdata Difference of Means=check (SkipIf gates it per iteration),
38,370,ConfigureDesign,ResultsPage,uncheck,chk_Difference_of_Means,,,,,,10000,FALSE,0,always,${data.design.nonInf_differenceOfMeans}!=uncheck,uncheck Difference of Means when testdata Difference of Means=uncheck (SkipIf gates it per iteration),
39,380,ConfigureDesign,ResultsPage,check,chk_Sample_Size_n,,,,,,10000,FALSE,0,always,${data.design.Sample Size}!=check,check Sample Size when testdata Sample Size=check (SkipIf gates it per iteration),
40,390,ConfigureDesign,ResultsPage,uncheck,chk_Sample_Size_n,,,,,,10000,FALSE,0,always,${data.design.Sample Size}!=uncheck,uncheck Sample Size when testdata Sample Size=uncheck (SkipIf gates it per iteration),
41,400,ConfigureDesign,ResultsPage,select,ddl_hypothesis,${data.design.Hypothesis},,,,,10000,FALSE,0,always,,Select hypothesis. Native <select> - select matches by visible label first,
42,410,ConfigureDesign,ResultsPage,select,ddl_Input_Method,${data.design.inputMethod},,,,,10000,FALSE,0,always,,Select Input Method. Native <select> - select matches by visible label first,
43,420,ConfigureDesign,ResultsPage,fill,txt_Mean_Control_c,${data.design.meanControl},,,,,10000,FALSE,0,never,,fill Mean Control,
44,430,ConfigureDesign,ResultsPage,fill,txt_Mean_Treatment_t,${data.design.meanTreatment},,,,,10000,FALSE,0,never,,fill Mean Treatment,
45,440,ConfigureDesign,ResultsPage,select,ddl_Type_of_Standard_Deviation,${data.design.standardDeviationType},,,,,10000,FALSE,0,always,,Select Type of Standard Deviation. Native <select> - select matches by visible label first,
46,450,ConfigureDesign,ResultsPage,fill,txt_standard_Deviation_Diff,${data.design.standardDeviationDiff},,,,,10000,FALSE,0,never,,fill standardDeviationDiff,
47,460,ConfigureDesign,ResultsPage,fill,txt_sqrt_MSE,${data.design.sqrtMSE},,,,,10000,FALSE,0,never,,fill sqrtMSE,
48,470,ConfigureDesign,ResultsPage,fill,txt_Noninferiority_Margin_0,${data.design.nonInf_margin},,,,,10000,FALSE,0,never,,fill Noninferiority Margin,
49,480,ConfigureDesign,ResultsPage,fill,txt_Difference_of_Means_1,${data.design.nonInf_differenceOfMeans},,,,,10000,FALSE,0,never,,fill Difference of Means,
50,490,ConfigureDesign,ResultsPage,fill,txt_Lower_Equivalence_Limit_L,${data.design.lowerEquivalenceLimit},,,,,10000,FALSE,0,never,,fill Lower Equivalence Limit,
51,500,ConfigureDesign,ResultsPage,fill,txt_Upper_Equivalence_Limit_U,${data.design.upperEquivalenceLimit},,,,,10000,FALSE,0,never,,fill Upper Equivalence Limit,
52,510,ConfigureDesign,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save,
53,520,Simulate,DesignPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute,
54,530,ExtractResults,ResultsPage,click,txt_credit_alert_primary,,,,,,10000,FALSE,0,never,,click credit-alert-primary,
55,540,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result,
56,550,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.ResultName},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes),
57,560,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables,
58,570,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL,
